experiment,zoom_index,center_time_s,window_seconds,png_file,pdf_file
Chirp_1,1,4.191999912261963,0.75,zoom_tracking_Chirp_1_window01_center_4.192s.png,zoom_tracking_Chirp_1_window01_center_4.192s.pdf
Chirp_1,2,8.144000053405762,0.75,zoom_tracking_Chirp_1_window02_center_8.144s.png,zoom_tracking_Chirp_1_window02_center_8.144s.pdf
Chirp_1,3,12.095999717712402,0.75,zoom_tracking_Chirp_1_window03_center_12.096s.png,zoom_tracking_Chirp_1_window03_center_12.096s.pdf
Chirp_1,4,16.04800033569336,0.75,zoom_tracking_Chirp_1_window04_center_16.048s.png,zoom_tracking_Chirp_1_window04_center_16.048s.pdf
