Epoch,TrainingLoss,ValidationLoss
1,0.49125072190278696,0.9252163057681173
2,0.3471561734434925,0.9243565262295306
3,0.3503314525454859,0.922037130355117
4,0.3575254512738578,0.9215799594482329
5,0.33815855872404726,0.9209908105040086
6,0.33549968671949604,0.9206215544351531
7,0.34299461090866523,0.9209976864925314
8,0.3369198948899402,0.9203169114650033
9,0.3262930841574186,0.9201243061955514
10,0.3174428517305398,0.9191181873551008
11,0.3437282533585271,0.9190771885065866
12,0.346929960424387,0.9184487408832259
13,0.311134223224996,0.9181161079759477
14,0.29298374179420594,0.9177794473871472
15,0.3206795068528456,0.9183177400991553
16,0.3162977273894262,0.916843983586053
17,0.3322100660091714,0.9164196751844429
18,0.32326346928183036,0.9162649849179919
19,0.33036788317221627,0.9163547406715224
20,0.32225035583671136,0.9164359182298843
