time_s,measured_displacement_mm,predicted_displacement_mm,measured_force_N,predicted_force_N,displacement_error_mm,force_error_N
2.91,-2.9104,-2.9038873,0.030611,0.030553535,-0.006512642,5.7464465e-05
2.912,-2.8871,-2.8852446,0.028658,0.027867576,-0.0018553734,0.00079042464
2.914,-2.8408,-2.8443968,0.02275,0.022575721,0.0035967827,0.0001742784
2.916,-2.7773,-2.7829204,0.01343,0.013358368,0.0056204796,7.1632676e-05
2.918,-2.705,-2.708911,0.0016773008,0.0013526771,0.0039110184,0.00032462366
2.92,-2.6342,-2.6352968,-0.0110410005,-0.010938203,0.0010967255,-0.00010279752
2.922,-2.5772,-2.5737383,-0.022799,-0.02236316,-0.0034615993,-0.00043584034
2.924,-2.5394,-2.5344768,-0.031561,-0.031036016,-0.0049233437,-0.0005249828
2.926,-2.5272,-2.5212736,-0.035647,-0.03535837,-0.0059263706,-0.00028863177
2.928,-2.5432,-2.5381737,-0.034241,-0.034444302,-0.0050263405,0.000203304
2.93,-2.5851,-2.5847673,-0.027684,-0.027893737,-0.00033259392,0.00020973757
2.932,-2.6467,-2.6495304,-0.017326001,-0.017739993,0.0028305054,0.0004139915
2.934,-2.7187,-2.719698,-0.0050616004,-0.00561432,0.0009980202,0.00055271946
2.936,-2.7911,-2.7901132,0.0071974006,0.006841641,-0.0009868145,0.00035575964
2.938,-2.8538,-2.8518677,0.017848,0.017613307,-0.0019323826,0.00023469329
2.94,-2.8986,-2.8945694,0.025687,0.025640698,-0.0040307045,4.6301633e-05
2.942,-2.9199,-2.9115605,0.029891,0.030025309,-0.008339405,-0.00013430975
2.944,-2.9152,-2.9071116,0.030008,0.029831812,-0.00808835,0.0001761876
2.946,-2.8854,-2.883776,0.025988,0.025422508,-0.0016241074,0.0005654916
2.948,-2.8348,-2.8371072,0.018205,0.01841041,0.0023071766,-0.00020541064
2.95,-2.7706,-2.7733736,0.0074672,0.007152587,0.0027735233,0.00031461287
2.952,-2.702,-2.7026384,-0.0049562994,-0.0052098203,0.00063848495,0.0002535209
2.954,-2.6391,-2.6381912,-0.017333,-0.017242659,-0.0009088516,-9.0342015e-05
2.956,-2.5915,-2.5888574,-0.027627002,-0.027326807,-0.0026426315,-0.00030019507
2.958,-2.5668,-2.5624754,-0.033915,-0.033520285,-0.0043246746,-0.00039471313
2.96,-2.5689,-2.5651078,-0.034935,-0.034846373,-0.003792286,-8.862838e-05
2.962,-2.5976,-2.5974226,-0.03051,-0.030542448,-0.00017738342,3.244728e-05
2.964,-2.6483,-2.6529965,-0.021589998,-0.021622289,0.0046966076,3.2290816e-05
2.966,-2.7131,-2.7169964,-0.009906299,-0.010230737,0.0038964748,0.0003244374
2.968,-2.7819,-2.7830553,0.0025704997,0.0023078248,0.0011553764,0.00026267488
2.97,-2.8429,-2.844293,0.014069,0.013874217,0.0013930798,0.00019478332
2.972,-2.8868,-2.8885136,0.023204,0.023035731,0.0017135143,0.0001682695
2.974,-2.9091,-2.9067683,0.028939,0.028916573,-0.0023317337,2.2426248e-05
2.976,-2.9077,-2.9014678,0.030598,0.030500475,-0.0062322617,9.7524375e-05
2.978,-2.8808,-2.8798895,0.027968,0.02724302,-0.00091052055,0.0007249806
2.98,-2.8316,-2.8355727,0.021266,0.021352705,0.003972769,-8.670427e-05
2.982,-2.7666,-2.7720342,0.011165,0.010983506,0.0054342747,0.00018149335
2.984,-2.6945,-2.6977074,-0.0011756998,-0.0013375878,0.0032074451,0.00016188808
2.986,-2.6268,-2.6265287,-0.014074001,-0.013855327,-0.00027132034,-0.00021867454
2.988,-2.5746,-2.5700722,-0.025424,-0.025034204,-0.0045278072,-0.00038979575
2.99,-2.5427,-2.5373135,-0.033144,-0.0327144,-0.005386591,-0.00042960048
2.992,-2.5377,-2.5315454,-0.035666,-0.035638284,-0.006154537,-2.771616e-05
2.994,-2.5605,-2.556645,-0.032483,-0.032806765,-0.00385499,0.00032376498
2.996,-2.6074,-2.608994,-0.024315,-0.024551362,0.0015940666,0.00023636222
2.998,-2.6709,-2.673985,-0.012825001,-0.013337713,0.003084898,0.0005127117
3.0,-2.7414,-2.7416983,-6.995909e-05,-0.00057543255,0.00029826164,0.00050547346
3.002,-2.807,-2.8070788,0.012017,0.011701829,7.891655e-05,0.00031517074
3.004,-2.8571,-2.8584027,0.021901,0.02167731,0.0013027191,0.00022369064
3.006,-2.8865,-2.8849115,0.028432,0.028411739,-0.0015883446,2.0261854e-05
3.008,-2.8925,-2.886382,0.030845,0.030874304,-0.0061178207,-2.9304996e-05
3.01,-2.8728,-2.871073,0.028852,0.028203994,-0.0017271042,0.0006480068
3.012,-2.83,-2.8339252,0.022617,0.022580765,0.0039253235,3.6234036e-05
3.014,-2.7701,-2.776589,0.012784,0.012709646,0.0064888,7.4354e-05
3.016,-2.7018,-2.7065148,0.00049801916,0.00035894476,0.0047147274,0.0001390744
3.018,-2.6363,-2.6377168,-0.012561999,-0.012370998,0.0014166832,-0.00019100122
3.02,-2.5849,-2.5822256,-0.024269,-0.023902193,-0.0026743412,-0.00036680698
3.022,-2.553,-2.5489452,-0.032472,-0.03196794,-0.004054785,-0.00050405785
3.024,-2.5474,-2.5420835,-0.035504,-0.035260066,-0.005316496,-0.00024393201
3.026,-2.5693,-2.56614,-0.03275,-0.032925546,-0.0031599998,0.00017554685
3.028,-2.6154,-2.6173425,-0.024854,-0.024984792,0.0019423962,0.00013079122
3.03,-2.6785,-2.6817372,-0.013459999,-0.013874717,0.0032372475,0.00041471794
3.032,-2.7489,-2.7489629,-0.0006582495,-0.0011079926,6.2942505e-05,0.00044974312
3.034,-2.8147,-2.8141966,0.011559,0.011293809,-0.0005033016,0.0002651913
3.036,-2.8653,-2.8658643,0.021595,0.021405105,0.0005643368,0.00018989481
3.038,-2.896,-2.893033,0.02824,0.028270753,-0.0029668808,-3.075227e-05
3.04,-2.9028,-2.8957543,0.030709,0.030792817,-0.007045746,-8.381717e-05
3.042,-2.8837,-2.881033,0.028693,0.028134564,-0.0026669502,0.0005584359
3.044,-2.8415,-2.8443427,0.022368,0.02242187,0.0028426647,-5.386956e-05
3.046,-2.7823,-2.7875948,0.012415,0.012332552,0.0052948,8.2448125e-05
3.048,-2.7146,-2.718157,2.9580668e-05,-0.000100489706,0.0035569668,0.00013007037
3.05,-2.65,-2.650115,-0.013052,-0.0129157845,0.000114917755,-0.00013621524
3.052,-2.5996,-2.5957336,-0.024648998,-0.024411827,-0.003866434,-0.0002371706
3.054,-2.5688,-2.5637202,-0.032592,-0.032217667,-0.0050797462,-0.00037433207
3.056,-2.564,-2.5583615,-0.035237,-0.035119582,-0.005638361,-0.000117417425
3.058,-2.5863,-2.583507,-0.032042,-0.03224459,-0.0027928352,0.00020258874
3.06,-2.632,-2.6346424,-0.023745,-0.02382445,0.002642393,7.9449266e-05
3.062,-2.6937,-2.697276,-0.012072001,-0.012430755,0.0035760403,0.00035875477
3.064,-2.7615,-2.7618206,0.0008405596,0.00047649443,0.000320673,0.00036406517
3.066,-2.8236,-2.8233213,0.012982,0.012767214,-0.00027871132,0.00021478534
3.068,-2.8693,-2.8701649,0.02275,0.022587031,0.0008649826,0.00016296841
3.07,-2.8946,-2.891426,0.028931,0.028971288,-0.0031738281,-4.0289015e-05
3.072,-2.8957,-2.889501,0.030766,0.030695345,-0.006198883,7.0653856e-05
3.074,-2.8712,-2.8703213,0.028003,0.02737471,-0.0008788109,0.00062828884
3.076,-2.8245,-2.828722,0.020903,0.020977383,0.004221916,-7.438287e-05
3.078,-2.7622,-2.768095,0.010261,0.01005745,0.0058948994,0.00020354986
3.08,-2.6935,-2.696768,-0.002581101,-0.0025605038,0.0032680035,-2.059713e-05
3.082,-2.6307,-2.6298807,-0.015719,-0.0154783465,-0.00081944466,-0.00024065375
3.084,-2.5834,-2.57906,-0.026857,-0.02654421,-0.0043399334,-0.00031279027
3.086,-2.5575,-2.5517364,-0.033824,-0.03343371,-0.0057635307,-0.0003902912
3.088,-2.5585,-2.5526361,-0.035135,-0.035216145,-0.005863905,8.114427e-05
3.09,-2.5864,-2.584106,-0.030536,-0.030793615,-0.0022940636,0.000257615
3.092,-2.6364,-2.639434,-0.021072,-0.021245848,0.0030341148,0.00017384812
3.094,-2.7003,-2.7028558,-0.0086876005,-0.0091680065,0.0025558472,0.000480406
3.096,-2.7676,-2.7670922,0.0043962,0.0040190974,-0.0005078316,0.00037710276
3.098,-2.8257,-2.8259268,0.016193,0.015947968,0.00022673607,0.00024503283
3.1,-2.8656,-2.8664517,0.02516,0.025036842,0.00085163116,0.0001231581
3.102,-2.8837,-2.8801866,0.030162,0.030244615,-0.0035133362,-8.261576e-05
3.104,-2.8773,-2.8730373,0.030559,0.030262297,-0.004262686,0.0002967026
3.106,-2.846,-2.8478975,0.026265,0.025846316,0.0018975735,0.00041868538
3.108,-2.7943,-2.8007317,0.017735,0.017778726,0.0064315796,-4.3725595e-05
3.11,-2.7299,-2.7362883,0.0059878007,0.0058634654,0.006388426,0.00012433529
3.112,-2.663,-2.6662188,-0.0073774997,-0.0071627796,0.0032186508,-0.00021472014
3.114,-2.6063,-2.6051393,-0.020206999,-0.01992279,-0.0011608601,-0.00028420985
3.116,-2.5667,-2.5633228,-0.030130003,-0.029703416,-0.0033771992,-0.00042658672
3.118,-2.5515,-2.5461462,-0.035096,-0.034735374,-0.0053539276,-0.00036062673
3.12,-2.5638,-2.5595622,-0.03403,-0.034236502,-0.0042378902,0.00020650029
3.122,-2.6017,-2.6021333,-0.027217,-0.027381558,0.00043320656,0.00016455725
3.124,-2.6588,-2.6625783,-0.016171,-0.016495682,0.0037784576,0.0003246814
3.126,-2.7255,-2.7266266,-0.0030828994,-0.0036055818,0.0011265278,0.00052268244
3.128,-2.7904,-2.7896168,0.0098114,0.009492053,-0.00078320503,0.00031934772
3.13,-2.8417,-2.8422327,0.020651,0.020429168,0.0005326271,0.00022183172
3.132,-2.873,-2.871933,0.028023,0.028033722,-0.0010669231,-1.07213855e-05
3.134,-2.8814,-2.8759232,0.03097,0.03105985,-0.0054769516,-8.985028e-05
3.136,-2.864,-2.862562,0.029109,0.028596818,-0.0014381409,0.00051218085
3.138,-2.8235,-2.827713,0.022612,0.02264863,0.0042130947,-3.663078e-05
3.14,-2.7658,-2.7730217,0.012239,0.012145996,0.0072216988,9.3003735e-05
3.142,-2.7001,-2.7050233,-0.0006591808,-0.0005565714,0.0049233437,-0.000102609396
3.144,-2.6382,-2.6394033,-0.014138002,-0.0138753615,0.0012032986,-0.00026264042
3.146,-2.5899,-2.5882137,-0.025818001,-0.02554522,-0.0016863346,-0.00027278066
3.148,-2.5627,-2.5586176,-0.033373,-0.032923635,-0.0040824413,-0.00044936314
3.15,-2.5621,-2.5572815,-0.035162,-0.035101376,-0.0048184395,-6.0625374e-05
3.152,-2.5884,-2.586935,-0.030816998,-0.031041265,-0.0014648438,0.0002242662
3.154,-2.637,-2.6406329,-0.021357,-0.021496505,0.003632784,0.00013950467
3.156,-2.6997,-2.7027671,-0.0087905,-0.009265663,0.0030670166,0.00047516264
3.158,-2.7659,-2.7653818,0.0045486,0.0041559646,-0.0005180836,0.00039263535
3.16,-2.825,-2.8228476,0.016537,0.016304476,-0.002152443,0.0002325233
3.162,-2.8677,-2.864316,0.025507,0.02545954,-0.0033841133,4.74602e-05
3.164,-2.8875,-2.88093,0.030298,0.030478943,-0.006570101,-0.00018094294
3.166,-2.8816,-2.8761106,0.030285,0.030012252,-0.0054893494,0.000272749
3.168,-2.8509,-2.8515847,0.025425,0.025207356,0.00068473816,0.0002176445
3.17,-2.8004,-2.8054957,0.016288,0.016268846,0.0050957203,1.915358e-05
3.172,-2.7381,-2.7424946,0.0040482003,0.0040038973,0.0043945312,4.4303015e-05
3.174,-2.6749,-2.6757817,-0.0095108,-0.009306481,0.0008816719,-0.00020431913
3.176,-2.623,-2.6197748,-0.022071,-0.021963079,-0.0032250881,-0.00010792166
3.178,-2.5894,-2.5838008,-0.031193,-0.03090879,-0.0055992603,-0.00028420985
3.18,-2.5803,-2.5737138,-0.034929,-0.034744103,-0.0065863132,-0.00018489733
3.182,-2.5979,-2.5940824,-0.032453,-0.03268719,-0.0038175583,0.00023419037
3.184,-2.6393,-2.6409957,-0.024377,-0.024368137,0.0016956329,-8.862466e-06
3.186,-2.6971,-2.700895,-0.012486,-0.0127149,0.003795147,0.00022890046
3.188,-2.7614,-2.761615,0.0008893702,0.0005700253,0.00021505356,0.00031934492
3.19,-2.82,-2.819251,0.013496,0.013329508,-0.00074887276,0.00016649254
3.192,-2.8621,-2.8626695,0.02351,0.023394756,0.000569582,0.00011524372
3.194,-2.8835,-2.8805249,0.029556,0.02965578,-0.0029752254,-9.978004e-05
3.196,-2.8804,-2.8760753,0.030804,0.030601608,-0.0043246746,0.00020239316
3.198,-2.8523,-2.8534336,0.027049,0.02660333,0.0011336803,0.00044566952
3.2,-2.803,-2.8092322,0.018715,0.018657736,0.0062322617,5.72633e-05
3.202,-2.7401,-2.746469,0.0068647005,0.006776969,0.006369114,8.773152e-05
3.204,-2.6738,-2.6765478,-0.0067973007,-0.0064968243,0.0027477741,-0.00030047633
3.206,-2.6168,-2.6152084,-0.019971002,-0.019768178,-0.0015916824,-0.00020282343
3.208,-2.5764,-2.5726557,-0.030112002,-0.029784169,-0.0037443638,-0.000327833
3.21,-2.5606,-2.5545409,-0.035032,-0.03476455,-0.00605917,-0.00026744977
3.212,-2.5721,-2.567555,-0.033615,-0.033974286,-0.0045449734,0.00035928562
3.214,-2.6087,-2.6093893,-0.026228,-0.026400287,0.0006892681,0.00017228723
3.216,-2.6638,-2.66786,-0.014554001,-0.0148721635,0.00406003,0.00031816214
3.218,-2.7273,-2.7285385,-0.00097364,-0.0014874097,0.0012385845,0.0005137697
3.22,-2.7871,-2.7869315,0.012122,0.0118066855,-0.00016856194,0.00031531416
3.222,-2.8317,-2.8332634,0.022758,0.022547072,0.0015633106,0.0002109278
3.224,-2.8554,-2.855175,0.029451,0.029501613,-0.00022506714,-5.0613657e-05
3.226,-2.8558,-2.852935,0.031257,0.031142617,-0.0028648376,0.000114383176
3.228,-2.8308,-2.8334744,0.027901,0.027434867,0.0026743412,0.00046613254
3.23,-2.7843,-2.7923694,0.019767,0.019761514,0.008069277,5.48549e-06
3.232,-2.7236,-2.732565,0.0079076,0.007926594,0.008965015,-1.8993393e-05
3.234,-2.6588,-2.6643348,-0.005946599,-0.0055007674,0.0055348873,-0.00044583157
3.236,-2.6032,-2.6040027,-0.019435998,-0.019119948,0.00080275536,-0.0003160499
3.238,-2.5642,-2.5623307,-0.029927,-0.029489648,-0.0018692017,-0.0004373528
3.24,-2.5494,-2.544857,-0.035141,-0.03468764,-0.004543066,-0.00045336038
3.242,-2.5622,-2.5583234,-0.033888,-0.034115292,-0.003876686,0.00022729114
3.244,-2.6004,-2.601182,-0.026512,-0.02670157,0.00078201294,0.00018956885
3.246,-2.6573,-2.6610126,-0.0147319995,-0.015115805,0.003712654,0.00038380548
3.248,-2.7227,-2.7232113,-0.0009962004,-0.0015880819,0.00051116943,0.0005918816
3.25,-2.7845,-2.7832556,0.01223,0.011874214,-0.0012443066,0.00035578664
3.252,-2.8309,-2.8315454,0.022918,0.022717364,0.0006453991,0.00020063668
3.254,-2.858,-2.855261,0.029533,0.029677924,-0.0027389526,-0.0001449231
3.256,-2.8602,-2.856448,0.031161,0.031177,-0.0037519932,-1.6000122e-05
3.258,-2.837,-2.838737,0.027548,0.027263347,0.0017371178,0.00028465316
3.26,-2.7924,-2.799543,0.01913,0.019226214,0.0071430206,-9.621307e-05
3.262,-2.7339,-2.7417862,0.0070456006,0.007139963,0.007886171,-9.4362535e-05
3.264,-2.6717,-2.676339,-0.006886199,-0.0064705163,0.0046389103,-0.0004156828
3.266,-2.6188,-2.619295,-0.020230997,-0.020058777,0.00049495697,-0.00017222017
3.268,-2.5826,-2.5807383,-0.030334998,-0.030018918,-0.0018618107,-0.0003160797
3.27,-2.5708,-2.5664368,-0.034963,-0.03458794,-0.0043632984,-0.00037506223
3.272,-2.5859,-2.5833066,-0.033054,-0.033241425,-0.0025935173,0.00018742308
3.274,-2.6254,-2.6277885,-0.025112,-0.025179561,0.0023884773,6.7561865e-05
3.276,-2.6822,-2.6865888,-0.012979001,-0.013285957,0.004388809,0.00030695647
3.278,-2.746,-2.7463849,0.0008346196,0.0003797058,0.0003848076,0.00045491382
3.28,-2.8044,-2.8032684,0.013864,0.013611669,-0.0011315346,0.0002523316
3.282,-2.8466,-2.8467188,0.024097,0.023973078,0.00011873245,0.00012392178
3.284,-2.8687,-2.8650525,0.03003,0.030215615,-0.0036475658,-0.00018561631
3.286,-2.8654,-2.8620834,0.030819,0.030686904,-0.0033166409,0.00013209693
3.288,-2.8372,-2.839569,0.026306,0.02611423,0.0023691654,0.0001917705
3.29,-2.7886,-2.7959921,0.017067,0.017035838,0.007392168,3.1162053e-05
3.292,-2.7278,-2.7343712,0.0043957997,0.0045760563,0.006571293,-0.00018025655
3.294,-2.6658,-2.668507,-0.009712301,-0.0093205925,0.0027070045,-0.0003917087
3.296,-2.6155,-2.6136806,-0.022672001,-0.022597637,-0.0018193722,-7.4364245e-05
3.298,-2.584,-2.5793457,-0.031798,-0.031499777,-0.0046544075,-0.0002982244
3.3,-2.5772,-2.5714715,-0.035022,-0.03488175,-0.005728483,-0.00014025345
3.302,-2.5973,-2.5944333,-0.031597,-0.03193051,-0.002866745,0.00033351034
3.304,-2.6403,-2.64298,-0.022386,-0.022440668,0.0026800632,5.4668635e-05
3.306,-2.6982,-2.7018094,-0.009496901,-0.009867407,0.0036094189,0.0003705062
3.308,-2.7604,-2.7597811,0.0044592004,0.0040751575,-0.00061893463,0.00038404297
3.31,-2.8136,-2.813119,0.017047,0.016825115,-0.0004811287,0.00022188388
3.312,-2.8483,-2.8492107,0.026336,0.026281001,0.000910759,5.4998323e-05
3.314,-2.8617,-2.858767,0.030926,0.03107265,-0.0029330254,-0.00014664978
3.316,-2.8498,-2.8491623,0.030135,0.029756702,-0.0006377697,0.00037829764
3.318,-2.814,-2.819336,0.02402,0.02391278,0.005336046,0.00010721944
3.32,-2.7601,-2.7691183,0.0134,0.013296502,0.009018421,0.00010349788
3.322,-2.6972,-2.7034872,-0.00015787035,0.00026087463,0.006287098,-0.00041874498
3.324,-2.6376,-2.639583,-0.014375001,-0.014028709,0.0019831657,-0.0003462918
3.326,-2.5925,-2.5904307,-0.026478,-0.026333202,-0.0020692348,-0.00014479831
3.328,-2.5685,-2.5639126,-0.033835,-0.033391222,-0.004587412,-0.00044377893
3.33,-2.5711,-2.5659282,-0.034711,-0.03481712,-0.005171776,0.00010611862
3.332,-2.5999,-2.5989861,-0.028928,-0.029204644,-0.0009138584,0.00027664378
3.334,-2.6495,-2.6532543,-0.01791,-0.018064447,0.0037543774,0.00015444681
3.336,-2.7103,-2.7124367,-0.0041153003,-0.004644176,0.0021367073,0.00052887574
3.338,-2.7705,-2.7694573,0.0097646,0.009397359,-0.0010426044,0.00036724098
3.34,-2.8175,-2.8179674,0.021399,0.021174006,0.00046730042,0.0002249945
3.342,-2.846,-2.8445344,0.028984,0.029084262,-0.001465559,-0.0001002606
3.344,-2.8503,-2.8475995,0.031392,0.031425707,-0.0027005672,-3.3706427e-05
3.346,-2.829,-2.831472,0.028234,0.027902905,0.0024719238,0.0003310945
3.348,-2.7859,-2.7940397,0.01991,0.019881157,0.00813961,2.884306e-05
3.35,-2.7283,-2.7373343,0.0076126,0.0077795153,0.009034157,-0.00016691536
3.352,-2.6668,-2.6719003,-0.0067027994,-0.006144954,0.0051002502,-0.00055784546
3.354,-2.6148,-2.6151826,-0.020408,-0.020255454,0.00038266182,-0.00015254691
3.356,-2.5803,-2.5774412,-0.030642,-0.030332126,-0.0028588772,-0.00030987337
3.358,-2.5698,-2.5648463,-0.035058,-0.03469796,-0.004953623,-0.00036003813
3.36,-2.5863,-2.5831063,-0.0326,-0.03288471,-0.0031936169,0.00028470904
3.362,-2.6268,-2.6287432,-0.023922,-0.02398932,0.0019431114,6.731972e-05
3.364,-2.6836,-2.6873572,-0.011095,-0.011444218,0.0037572384,0.00034921803
3.366,-2.7461,-2.7455196,0.0031569004,0.002690725,-0.0005803108,0.00046617538
3.368,-2.8007,-2.7997875,0.016219,0.015960667,-0.0009124279,0.00025833212
3.37,-2.8387,-2.8383596,0.025978,0.025927853,-0.00034046173,5.0147995e-05
3.372,-2.8551,-2.8520238,0.030921,0.031150583,-0.0030760765,-0.00022958405
3.374,-2.8458,-2.8452327,0.030292,0.030054893,-0.0005671978,0.00023710728
3.376,-2.8126,-2.8178635,0.024133,0.02409194,0.005263567,4.106015e-05
3.378,-2.7611,-2.7702556,0.013316,0.0132881785,0.009155512,2.78214e-05
3.38,-2.7006,-2.7069502,-0.00048781,2.6375055e-05,0.006350279,-0.00051418506
3.382,-2.6435,-2.6456294,-0.014864001,-0.014569875,0.0021293163,-0.00029412657
3.384,-2.6005,-2.5992289,-0.026921,-0.0268729,-0.0012712479,-4.810095e-05
3.386,-2.5789,-2.5749385,-0.033957,-0.033536393,-0.003961563,-0.00042060763
3.388,-2.5838,-2.5795307,-0.034272,-0.03437373,-0.0042693615,0.00010173023
3.39,-2.6143,-2.6146913,-0.027826998,-0.028007261,0.0003912449,0.00018026307
3.392,-2.6645,-2.669029,-0.016231,-0.016340688,0.0045289993,0.00010968745
3.394,-2.7246,-2.7264068,-0.0020966996,-0.0025746748,0.001806736,0.00047797523
3.396,-2.7831,-2.780994,0.011782,0.011488195,-0.0021059513,0.00029380526
3.398,-2.8292,-2.8264976,0.023004,0.022876225,-0.0027024746,0.00012777373
3.4,-2.8548,-2.8509884,0.029792,0.030007726,-0.0038115978,-0.00021572597
3.402,-2.8552,-2.8519337,0.031095,0.031053375,-0.0032663345,4.162453e-05
3.404,-2.8304,-2.8328028,0.026673,0.026479676,0.0024027824,0.00019332394
3.406,-2.785,-2.7926445,0.017149,0.017043887,0.007644415,0.00010511279
3.408,-2.7274,-2.733751,0.0039863,0.0043365983,0.006350994,-0.00035029836
3.41,-2.6688,-2.6709461,-0.010568999,-0.010151003,0.0021460056,-0.0004179962
3.412,-2.6219,-2.6199093,-0.023659002,-0.023740154,-0.0019907951,8.1151724e-05
3.414,-2.5941,-2.5893264,-0.032403,-0.03211014,-0.004773617,-0.00029285997
3.416,-2.5914,-2.5855575,-0.034704,-0.034621652,-0.0058424473,-8.234754e-05
3.418,-2.6149,-2.6128554,-0.030014,-0.030290395,-0.0020446777,0.0002763942
3.42,-2.6599,-2.663179,-0.019544002,-0.019467913,0.0032789707,-7.6089054e-05
3.422,-2.7173,-2.720253,-0.005750101,-0.006082913,0.0029530525,0.00033281185
3.424,-2.7757,-2.7744148,0.0085071,0.008231062,-0.0012853146,0.0002760375
3.426,-2.8218,-2.8215985,0.020664,0.020505024,-0.0002014637,0.00015897676
3.428,-2.8491,-2.8483582,0.028716,0.028834153,-0.0007419586,-0.00011815317
3.43,-2.8529,-2.8508408,0.031365,0.031400062,-0.0020592213,-3.5062432e-05
3.432,-2.8312,-2.834083,0.028158,0.027833574,0.0028831959,0.00032442622
3.434,-2.7877,-2.7962446,0.019531,0.019370807,0.008544683,0.00016019307
3.436,-2.73,-2.738602,0.0068031,0.007051234,0.008601904,-0.00024813414
3.438,-2.669,-2.6730757,-0.0078719,-0.0073101986,0.0040757656,-0.00056170113
3.44,-2.618,-2.6174922,-0.021644,-0.02164549,-0.0005078316,1.4901161e-06
3.442,-2.5846,-2.5814526,-0.031494,-0.031209387,-0.0031473637,-0.00028461218
3.444,-2.5761,-2.5708337,-0.035041,-0.034819927,-0.005266428,-0.00022107363
3.446,-2.5945,-2.5917633,-0.031404,-0.031812638,-0.0027368069,0.00040863827
3.448,-2.6358,-2.6385522,-0.021546002,-0.021565463,0.002752304,1.9460917e-05
3.45,-2.6914,-2.6952837,-0.007848501,-0.008240517,0.0038836002,0.00039201602
3.452,-2.7501,-2.749588,0.0067408998,0.0063110655,-0.0005118847,0.00042983424
3.454,-2.798,-2.7982955,0.019499,0.019243143,0.00029540062,0.00025585666
3.456,-2.8281,-2.8284693,0.028268,0.028310295,0.00036931038,-4.2295083e-05
3.458,-2.8352,-2.8342476,0.03161,0.03171849,-0.0009524822,-0.000108487904
3.46,-2.8167,-2.8204007,0.028963,0.02865636,0.0037007332,0.00030663982
3.462,-2.7759,-2.785532,0.020681,0.020577984,0.009632111,0.00010301545
3.464,-2.7201,-2.730705,0.008049,0.008347511,0.010605097,-0.00029851124
3.466,-2.6602,-2.666296,-0.006776899,-0.0060708,0.006095886,-0.000706099
3.468,-2.6095,-2.6110682,-0.020899002,-0.020804957,0.0015683174,-9.404495e-05
3.47,-2.576,-2.5747561,-0.0312,-0.030862939,-0.0012438297,-0.00033706054
3.472,-2.5674,-2.5632858,-0.035172,-0.034786116,-0.004114151,-0.0003858842
3.474,-2.5858,-2.583558,-0.031825,-0.032151617,-0.00224185,0.00032661855
3.476,-2.6275,-2.6303132,-0.022064,-0.022112075,0.0028131008,4.807487e-05
3.478,-2.6841,-2.6877959,-0.008298099,-0.008737747,0.0036959648,0.00043964759
3.48,-2.7441,-2.7431993,0.0064534005,0.005958141,-0.0009007454,0.00049525965
3.482,-2.7936,-2.7932334,0.019383,0.019104747,-0.00036668777,0.0002782531
3.484,-2.8238,-2.8252711,0.028284,0.028334998,0.0014710426,-5.099736e-05
3.486,-2.832,-2.8312788,0.031654,0.031853322,-0.0007212162,-0.00019932166
3.488,-2.8147,-2.8184545,0.028927,0.02874988,0.0037546158,0.00017712079
3.49,-2.7751,-2.784805,0.020487,0.020482853,0.009705067,4.146248e-06
3.492,-2.7207,-2.7312636,0.0076755006,0.008074353,0.010563612,-0.00039885286
3.494,-2.6623,-2.668573,-0.007268101,-0.0065412577,0.006272793,-0.00072684325
3.496,-2.6134,-2.6152945,-0.021366,-0.021340638,0.001894474,-2.5361776e-05
3.498,-2.5819,-2.5810475,-0.031457,-0.031167887,-0.0008523464,-0.00028911233
3.5,-2.5754,-2.5717552,-0.035053,-0.034694567,-0.0036449432,-0.00035843253
3.502,-2.5955,-2.5942469,-0.031254,-0.031539556,-0.001253128,0.00028555468
3.504,-2.6384,-2.6419215,-0.021093,-0.021108061,0.0035214424,1.5061349e-05
3.506,-2.6952,-2.6989155,-0.0070864,-0.007523624,0.0037155151,0.00043722428
3.508,-2.7544,-2.7531314,0.0076858997,0.007244006,-0.0012686253,0.00044189394
3.51,-2.802,-2.801515,0.0204,0.02016421,-0.0004849434,0.00023579039
3.512,-2.832,-2.830855,0.028832,0.02897539,-0.0011451244,-0.00014339015
3.514,-2.8379,-2.836683,0.031564,0.031751037,-0.0012168884,-0.00018703565
3.516,-2.8184,-2.8220568,0.028113,0.02798397,0.0036568642,0.00012903102
3.518,-2.7772,-2.786623,0.018993,0.018961968,0.0094230175,3.103167e-05
3.52,-2.7223,-2.7314093,0.0057023,0.0062031457,0.009109259,-0.0005008457
3.522,-2.6649,-2.6695957,-0.009359401,-0.008747956,0.004695654,-0.00061144494
3.524,-2.6185,-2.6188674,-0.023090001,-0.023215424,0.00036740303,0.00012542307
3.526,-2.5905,-2.5882072,-0.03233,-0.03204724,-0.0022928715,-0.0002827607
3.528,-2.5878,-2.5835698,-0.034754,-0.034568768,-0.004230261,-0.00018523261
3.53,-2.6112,-2.6105065,-0.029758003,-0.03004926,-0.00069355965,0.0002912581
3.532,-2.6559,-2.6600559,-0.018686999,-0.018648177,0.0041558743,-3.882125e-05
3.534,-2.7126,-2.7156498,-0.0042550005,-0.004676409,0.0030498505,0.00042140856
3.536,-2.7688,-2.7675796,0.010403,0.0100642815,-0.0012204647,0.0003387183
3.538,-2.8114,-2.8116443,0.02251,0.022334535,0.00024437904,0.0001754649
