Kind,Data role,Output,Unit,Samples,RMSE,MAE,MaxAbsError,NRMSE_percent,R2,Fit_percent
one_step_training,Training,Displacement,mm,24005,0.0015803989411836492,0.0006191594922369908,0.016094883903861046,0.014060614351200712,0.999998929165597,99.89651887113673
one_step_training,Training,Lorentz force,N,24005,0.00024812178603057414,0.0001017538114711403,0.0041899532079696655,0.10764128723435942,0.999861800888307,98.82441881738035
one_step_validation,Validation,Displacement,mm,12000,0.0016491315739842786,0.0006136270574755448,0.016025133430957794,0.019119479756045814,0.9999988633436504,99.89338591323698
one_step_validation,Validation,Lorentz force,N,12000,0.00022240472017576139,9.618057130416361e-05,0.0017421320080757141,0.12062301382144261,0.9998899018454417,98.95072332267259
one_step_internal_test,Internal test,Displacement,mm,11001,0.0015468926707497366,0.0006127566842244462,0.010868191719055176,0.021155534232536247,0.9999990036166482,99.90018099620904
one_step_internal_test,Internal test,Lorentz force,N,11001,0.00021624044764927697,9.329852811980493e-05,0.0017365366220474243,0.12071098076783288,0.9999012282075045,99.0061600103864
one_step_pure_test,Pure test,Displacement,mm,11805,0.00043704429452556115,0.00024270736733236038,0.005018768541049212,0.006407240466632722,0.9999998283408207,99.95856822724562
one_step_pure_test,Pure test,Lorentz force,N,11805,0.0003468127863155247,0.00020182356599307883,0.0059989988803863525,0.17564478883689003,0.9998962798154012,98.9815689291913
