Epoch,TrainingLoss,ValidationLoss
1,0.4858042831662335,0.925788153836038
2,0.34629809252823457,0.9214273353475922
3,0.34982178313068196,0.9191879488377405
4,0.356995555984823,0.9191071422537789
5,0.33494328999821144,0.9176789868821894
6,0.32979791521837437,0.9183226430953558
7,0.3395791799773144,0.9173112621235001
8,0.3313904606466052,0.9155181711018182
9,0.3187878194111812,0.9143692370817007
10,0.30879703418740745,0.9128166012342263
11,0.3327882716172858,0.9131151378314826
12,0.33907209864900084,0.912518860961427
13,0.3035565007336532,0.9100082530118622
14,0.2857512045132963,0.9094417781573915
15,0.30986481150494344,0.9078045017073842
16,0.3077542220678511,0.9061513505087836
17,0.32179253859610496,0.903124148548765
18,0.3097164156504824,0.8908708439388041
19,0.29962593713138674,0.7347710010168763
20,0.23849890484840056,0.5315544019213121
