Epoch,TrainingLoss,ValidationLoss,TrainingRMSE,ValidationRMSE
151,0.004091687481074284,0.011266465298831463,0.06052430936445793,0.10614360868930817
152,0.00812620327148276,0.005853960290551186,0.08392784682412942,0.07651117444038391
153,0.006424673444901903,0.01015605591237545,0.07558531997104485,0.10077726095914841
154,0.005151449722082664,0.010219592601060867,0.0662694200873375,0.10109200328588486
155,0.004893488551412399,0.019153805449604988,0.06570987682789564,0.13839727640151978
156,0.004050250892760232,0.00412428192794323,0.05681093999495109,0.06422057002782822
157,0.002327751411939971,0.0034125761594623327,0.04662405280396342,0.05841726064682007
158,0.0019641542652000985,0.00671723997220397,0.042658098973333836,0.08195877075195312
159,0.0028198138170409948,0.0029812054708600044,0.05120790796354413,0.054600417613983154
160,0.0020777375417916724,0.004291489254683256,0.04451801534742117,0.06550946086645126
161,0.0022543966673159352,0.002523719100281596,0.04655543249100447,0.05023663118481636
162,0.003296737491230791,0.009747092612087727,0.0559097696095705,0.09872736781835556
163,0.005705508238558347,0.02153773419559002,0.07117769525696833,0.14675739407539368
164,0.004554713164300968,0.0022755058016628027,0.06229751526067654,0.04770226031541824
165,0.0022319790344530097,0.001847167732194066,0.045539672331263624,0.042978689074516296
166,0.002124288158180813,0.009785429574549198,0.04519372433423996,0.09892132878303528
167,0.007178316232360278,0.005003361962735653,0.07627790607511997,0.07073444873094559
168,0.005318441825996463,0.013598214834928513,0.06748223459968965,0.11661138385534286
169,0.005978002154733986,0.009679516777396202,0.0699675480524699,0.09838453680276871
170,0.004727210189836721,0.006183347199112177,0.06363725413878758,0.07863426208496094
171,0.0020707530493382365,0.003935436252504587,0.044945884185532727,0.06273305416107178
172,0.0016199230934338023,0.0028511472046375275,0.039542200354238353,0.053396135568618774
173,0.0022251438349485397,0.006226115860044956,0.045342336098353066,0.07890573889017105
174,0.0019835873293535164,0.005231406539678574,0.042890239196519055,0.07232846319675446
175,0.0017221467229925718,0.0021753497421741486,0.040530689526349306,0.04664064571261406
176,0.0013337098983659719,0.0031262077391147614,0.03622734360396862,0.055912502110004425
177,0.00483873434131965,0.00606495700776577,0.05946456889311472,0.07787783443927765
178,0.009314919938333333,0.009223337285220623,0.08670637663453817,0.09603820741176605
179,0.01018890828709118,0.010902616195380688,0.09179556649178267,0.10441559553146362
180,0.005372374658084785,0.007018931210041046,0.07006775277356307,0.08377905935049057
181,0.013910258829127997,0.042611442506313324,0.09119906121244033,0.20642539858818054
182,0.01521735442414259,0.03841601312160492,0.10365101679538687,0.19600003957748413
183,0.013508127798559144,0.011165005154907703,0.1048514951641361,0.10566458851099014
184,0.005148943727059911,0.0048804921098053455,0.06719168027242024,0.06986051797866821
185,0.0023687819581634053,0.0019325324101373553,0.04719369610150655,0.0439605787396431
186,0.0019744574286354086,0.0027093184180557728,0.0439342288300395,0.0520511120557785
187,0.0025524528609821573,0.0033740433864295483,0.045409605062256254,0.058086518198251724
188,0.0023438640782842413,0.004521811380982399,0.04671344021335244,0.06724441796541214
189,0.0037376702821347862,0.004364854656159878,0.057833584025502205,0.06606704741716385
190,0.0028687878511846066,0.0022288511972874403,0.05189934140071273,0.04721071198582649
191,0.004124462963469948,0.009547939524054527,0.059288039803504944,0.09771355986595154
192,0.0068716345316109555,0.0021534222178161144,0.07696537114679813,0.04640498012304306
193,0.0031008482328616083,0.005090238992124796,0.052618742610017456,0.07134591042995453
194,0.0031623983522877097,0.002564298454672098,0.05293422673518459,0.05063890293240547
195,0.003206667441797132,0.005083173047751188,0.054833377711474895,0.07129637151956558
196,0.004752734734211117,0.008524567820131779,0.06541870348155499,0.09232858568429947
197,0.004282207572638678,0.004904374945908785,0.05884452940275272,0.07003124058246613
198,0.0022968500949597606,0.002405657200142741,0.04650293538967768,0.049047499895095825
199,0.0014922119541248928,0.0023645719047635794,0.03778712389369806,0.0486268624663353
200,0.004805467586265877,0.010009698569774628,0.06501779425889254,0.1000484824180603
201,0.009184653928969055,0.006494175177067518,0.09294259641319513,0.08058644831180573
202,0.005096700265615557,0.0031958369072526693,0.06837725918740034,0.05653173476457596
203,0.005814204312628135,0.008949516341090202,0.0728104505687952,0.09460188448429108
204,0.003515091676187391,0.017266351729631424,0.05687985817591349,0.13140149414539337
205,0.0061228284806323545,0.025690533220767975,0.07448273617774248,0.1602826714515686
206,0.011326021184989562,0.019150514155626297,0.0996626637255152,0.13838538527488708
207,0.012395802749476085,0.007121760863810778,0.10524740380545457,0.08439052850008011
208,0.007366117536245535,0.0035080763045698404,0.08219854719936848,0.05922901630401611
209,0.009755074162967503,0.011183296330273151,0.08742506833126147,0.10575110465288162
210,0.02315998966029535,0.03483463451266289,0.13591584470123053,0.18664038181304932
211,0.015684167466436822,0.009564174339175224,0.1206838246434927,0.09779659658670425
212,0.009364342724438757,0.0067326887510716915,0.08934893521169822,0.08205296099185944
213,0.0044996291399002075,0.012626907788217068,0.06334696058183908,0.11236951500177383
214,0.006855149025795981,0.012474116869270802,0.07166192618509133,0.11168758571147919
215,0.006117403638199903,0.004262946080416441,0.07117760398735602,0.06529124081134796
216,0.0047069053204419715,0.003371267579495907,0.06713809693853061,0.05806261673569679
217,0.002325303639130046,0.002824938390403986,0.04784960579127073,0.053150150924921036
218,0.002184746389199669,0.004023521672934294,0.04578889192392429,0.06343123316764832
219,0.0029190402516784766,0.002027756767347455,0.051654101659854255,0.0450306199491024
220,0.0017054447574385752,0.004912382923066616,0.03983188342923919,0.07008839398622513
221,0.0027138066701202965,0.0022986989933997393,0.04861551166201631,0.047944750636816025
222,0.0012329759362425345,0.002267982577905059,0.033568791889896,0.04762334004044533
223,0.001853925350587815,0.0071692937053740025,0.04192562913522124,0.08467168360948563
224,0.0031528823456028476,0.002463066717609763,0.05069117418800791,0.049629293382167816
225,0.002034719795725929,0.002225518925115466,0.04275101733704408,0.04717540740966797
226,0.001397105671154956,0.006159433163702488,0.035192697774618864,0.07848205417394638
227,0.001536549448549825,0.001989813754335046,0.03708202422906955,0.04460733011364937
228,0.001126031168193246,0.0014581723371520638,0.032865474466234446,0.03818602114915848
229,0.00120073158662611,0.0015531136887148023,0.033273691311478615,0.039409562945365906
230,0.0012230113449428852,0.0018981358734890819,0.033513560270269714,0.04356760159134865
231,0.0012589957793049205,0.0028652013279497623,0.0346326696065565,0.053527574986219406
232,0.0013003976879796635,0.0020030883606523275,0.0347079251271983,0.04475587606430054
233,0.0011039657013801236,0.0026338202878832817,0.03192363819107413,0.05132075771689415
234,0.0013040513052449871,0.002409513806924224,0.035206207539886236,0.0490867979824543
235,0.0023849065910326317,0.002679497702047229,0.04672863365461429,0.051763866096735
236,0.001994006558864688,0.002345456276088953,0.04285242703432838,0.048429910093545914
237,0.0013545330584747717,0.0028055624570697546,0.03606530992935101,0.052967559546232224
238,0.002252484041188533,0.005056579597294331,0.0460670767351985,0.07110963016748428
239,0.003844710833315427,0.0035162637941539288,0.058865283926328026,0.05929809436202049
240,0.002200227570331966,0.0038031626027077436,0.044993994291871786,0.061669785529375076
241,0.002451391327970972,0.003580881282687187,0.04701583180576563,0.05984046682715416
242,0.006521266632868598,0.02006063610315323,0.07657444166640441,0.14163558185100555
243,0.007470677024684846,0.008545473217964172,0.080888532102108,0.09244173020124435
244,0.0058473821069734795,0.005827144253998995,0.0739718150968353,0.07633573561906815
245,0.0069186244121131795,0.0046858456917107105,0.07810240983963013,0.06845323741436005
246,0.004773525249523421,0.002587666967883706,0.065020934989055,0.05086911469697952
247,0.0017212356227294852,0.0024486733600497246,0.038951598263035216,0.049484070390462875
248,0.0013943480735179037,0.012280608527362347,0.03606169763952494,0.11081790924072266
249,0.007024766600807197,0.020675674080848694,0.07571177603676915,0.1437903791666031
250,0.011432066370616667,0.0050910101272165775,0.09139633039012551,0.0713513121008873
251,0.003107730793999508,0.0032969843596220016,0.053074160435547434,0.057419370859861374
252,0.0018470794214711834,0.0018309877486899495,0.04236690793186426,0.042790044099092484
253,0.001352033830092599,0.0029255631379783154,0.03569554273659984,0.054088473320007324
254,0.0012374105669247608,0.0022251498885452747,0.034041504841297865,0.047171495854854584
255,0.001260737679937544,0.004214437212795019,0.033870845256994166,0.06491869688034058
256,0.002036592527777733,0.0038671474903821945,0.04135133155311147,0.06218639388680458
257,0.0028605614691817514,0.004602058324962854,0.048550802593429886,0.06783847510814667
258,0.0027975509971535453,0.0021635869052261114,0.04973665997385979,0.046514373272657394
259,0.0022806842753197998,0.0031261451076716185,0.044484727860738836,0.05591193959116936
260,0.0017037707924221952,0.0026225007604807615,0.04018057510256767,0.05121035873889923
261,0.0021321150998119265,0.005397647153586149,0.042574278389414154,0.07346868515014648
262,0.00261415122076869,0.004378859885036945,0.04740235007678469,0.06617295742034912
263,0.003449107583340568,0.0026639411225914955,0.055031680346777044,0.05161338299512863
264,0.002401854275376536,0.0014498723903670907,0.046548833760122456,0.03807719051837921
265,0.002154294760354484,0.004720927681773901,0.044570020555208124,0.06870900839567184
266,0.0026824223411191874,0.004105819389224052,0.04891576059162617,0.06407666951417923
267,0.0026589940971462056,0.00259155104868114,0.04779644729569554,0.050907280296087265
268,0.002787848105072044,0.002379876561462879,0.04983470433702072,0.048783980309963226
269,0.001850817823045266,0.01037916261702776,0.04169579114144047,0.10187817364931107
270,0.004688315554327953,0.007702597416937351,0.053810592740774155,0.0877644419670105
271,0.003461623622570187,0.0030442362185567617,0.05720230285078287,0.05517459660768509
272,0.0031701357608350613,0.004489872604608536,0.052946757059544325,0.06700651347637177
273,0.0033387546233522394,0.004662400111556053,0.054880126068989434,0.06828176975250244
274,0.010124506758681187,0.0060906922444701195,0.09208186467488606,0.0780428871512413
275,0.013629277721823504,0.014786716550588608,0.10053562217702468,0.12160064280033112
276,0.009038704835499326,0.0035387687385082245,0.09207441285252571,0.05948755145072937
277,0.005719095972987513,0.006853701546788216,0.07322414374599855,0.08278708904981613
278,0.00304129048405836,0.0023098078090697527,0.05259938972691695,0.04806045815348625
279,0.0025659974586839476,0.005688260775059462,0.04668304246539871,0.0754205584526062
280,0.003001592975730697,0.0023447321727871895,0.05111058987677097,0.0484224334359169
281,0.00284137574393147,0.006915297359228134,0.047565709023425974,0.08315826952457428
282,0.003848068571339051,0.0027583371847867966,0.05895751000692447,0.05251987278461456
283,0.0030420446710195392,0.001802828279323876,0.04892142815515399,0.042459726333618164
284,0.0009866296580488172,0.002051125280559063,0.03051867987960577,0.04528934881091118
285,0.0010119257591820012,0.002012926619499922,0.031320464642097555,0.044865649193525314
286,0.0011942765947120886,0.0023266044445335865,0.03382936011378964,0.048234887421131134
287,0.0010973892379600632,0.0018577397568151355,0.030932551094641287,0.04310150444507599
288,0.0011870190501213074,0.002705617109313607,0.032557948802908264,0.05201554670929909
289,0.0019538857062192014,0.0019229283789172769,0.04184990872939428,0.043851207941770554
290,0.004119750781683251,0.002577978651970625,0.05873248710607489,0.050773799419403076
291,0.0029908291859707483,0.004919331520795822,0.050670570538689695,0.07013794779777527
292,0.0022575283558884016,0.0022658086381852627,0.046279690538843475,0.04760051146149635
293,0.0011691720186111827,0.004152069333940744,0.03338072060917815,0.06443655490875244
294,0.0015084944704237084,0.001756200916133821,0.03658534213900566,0.04190704971551895
295,0.0012975882515699293,0.002729232655838132,0.03493672050535679,0.052242059260606766
296,0.002918204646751595,0.010936964303255081,0.05143048459043106,0.10457994043827057
297,0.002644002748032411,0.008709415793418884,0.04810996182883779,0.09332425147294998
298,0.004012505778518971,0.001904947916045785,0.057871893824388586,0.0436457097530365
299,0.001513631558433796,0.005492543801665306,0.03821924437458316,0.0741117000579834
300,0.0027807185057705888,0.003067941637709737,0.04762538724268476,0.055389001965522766
301,0.00411674896410356,0.012374966405332088,0.058274335538347564,0.11124282330274582
302,0.003142530629702378,0.004338340368121862,0.05088342120870948,0.06586607545614243
303,0.0021097512023213008,0.0030791170429438353,0.04340470054497322,0.05548979341983795
304,0.0012760631749794509,0.0017842554952949286,0.03490631002932787,0.0422404482960701
305,0.0008817405687295832,0.0022285920567810535,0.028888167658199865,0.047207966446876526
306,0.0020073190729211396,0.002547814045101404,0.04222082548464338,0.05047587677836418
307,0.0013128673405541729,0.0019729689229279757,0.03464947625373801,0.04441811516880989
308,0.00138866056901558,0.0025432880502194166,0.03567519846061865,0.0504310242831707
309,0.001569948314378659,0.0023959458339959383,0.038220955058932304,0.04894839972257614
310,0.0014076558994323325,0.005486481357365847,0.035455132679392896,0.07407078891992569
311,0.002871989044554842,0.0042686606757342815,0.04734632791951299,0.0653349906206131
312,0.0013967522827442735,0.0038463983219116926,0.036658425660183035,0.062019336968660355
313,0.0032564372013439424,0.004952950868755579,0.049696690713365875,0.07037720084190369
314,0.0026628558504550406,0.004403227940201759,0.04619973339140415,0.06635682284832001
315,0.005449887331148299,0.00453847786411643,0.0661621866747737,0.06736822426319122
316,0.003605384069184462,0.010866307653486729,0.05559379979968071,0.10424157977104187
317,0.006405777608354886,0.008077163249254227,0.07835610304027796,0.08987303823232651
318,0.003963501881419991,0.0034554030280560255,0.059586403581003346,0.058782678097486496
319,0.0028482487687142566,0.004345211666077375,0.04898642965902885,0.0659182220697403
320,0.0023883404986311993,0.0039667352102696896,0.04608525770405928,0.06298202276229858
321,0.0019427514246975381,0.0029281589668244123,0.04278037588422497,0.05411246418952942
322,0.001305223423211525,0.002582850633189082,0.03550483472645283,0.050821755081415176
323,0.002973677452246193,0.01167465653270483,0.04977307779093584,0.10804932564496994
324,0.0037363612888536104,0.003909253515303135,0.05804641948391994,0.06252402067184448
325,0.0015706463467116312,0.002252396661788225,0.038319434194515146,0.04745941981673241
326,0.0013058695282476644,0.002777806017547846,0.03540621759990851,0.05270489677786827
327,0.0012705395359565348,0.007513388525694609,0.034099389566108584,0.08667980134487152
328,0.003425235719381211,0.00254189595580101,0.053433939814567566,0.0504172183573246
329,0.0019925839733332396,0.005112622864544392,0.04387322347611189,0.07150261104106903
330,0.00209509057943554,0.004025897942483425,0.04440185924371084,0.06344996392726898
331,0.0054180260534243034,0.024521812796592712,0.06820813349137704,0.1565944254398346
332,0.01230141917282405,0.012409498915076256,0.0977276423946023,0.11139792948961258
333,0.007665764676251759,0.0037404948379844427,0.08177285362035036,0.061159584671258926
334,0.0031828019224728146,0.0031369600910693407,0.05442846131821474,0.05600856989622116
335,0.003142097979434766,0.004949654918164015,0.04992462942997614,0.07035378366708755
336,0.0017498821204450603,0.006035686004906893,0.041132538268963494,0.07768967747688293
337,0.003177363813544313,0.003397328080609441,0.05376592340568701,0.058286603540182114
338,0.0018361315305810422,0.004676425363868475,0.041126967407763004,0.06838439404964447
339,0.0031631043918120363,0.0056544141843914986,0.047964454628527164,0.07519584149122238
340,0.002643103439671298,0.001966980053111911,0.04723950211579601,0.044350650161504745
341,0.0010655516816768795,0.0026317161973565817,0.03234083236505588,0.051300253719091415
342,0.0012119458381979105,0.002734331414103508,0.033909347684433065,0.05229083448648453
343,0.001366376406319129,0.0023627695627510548,0.03504807145024339,0.04860832914710045
344,0.003892591858554321,0.010460122488439083,0.056364852314194046,0.10227473825216293
345,0.00269819179084152,0.0021566669456660748,0.04960776927570502,0.04643992707133293
346,0.0015532675752183422,0.002499100286513567,0.0384483744079868,0.049991000443696976
347,0.0029129186926487214,0.0031466090586036444,0.05046390012527505,0.05609464272856712
348,0.0029029471673614657,0.002348370850086212,0.05021425879870852,0.048459991812705994
349,0.0017844207759480923,0.002950092311948538,0.03983805670092503,0.0543147511780262
350,0.0018483202147763222,0.004215989727526903,0.040051383043949805,0.06493065506219864
351,0.0012065557336124282,0.002068346831947565,0.033685727044939995,0.04547908157110214
352,0.0008594404316681903,0.0019425154896453023,0.027885107633968193,0.04407397657632828
353,0.000960899339891815,0.002228399505838752,0.029732107184827328,0.04720592498779297
354,0.001378997689850318,0.0019046686356887221,0.03301834206407269,0.04364250972867012
355,0.0017443088436266407,0.0038897269405424595,0.04030068668847283,0.062367673963308334
356,0.0011457102373242378,0.0020266894716769457,0.03335340662548939,0.045018769800662994
357,0.0009681692608864978,0.0031241520773619413,0.030208230173836153,0.05589411407709122
358,0.0017396229571507622,0.0022435614373534918,0.03814276633784175,0.047366246581077576
359,0.0016783524236719434,0.0023188763298094273,0.03905003316079577,0.04815471172332764
360,0.001660977160402884,0.0044129593297839165,0.0380681985989213,0.06643010675907135
361,0.0022321703678850704,0.0044898404739797115,0.04537242061148087,0.06700627505779266
