rmse_disp_train,rmse_disp_val,rmse_disp_test,mae_disp_test,nrmse_disp_test,r2_disp_test,rmse_force_train,rmse_force_val,rmse_force_test,mae_force_test,nrmse_force_test,r2_force_test
0.046475144917357075,0.05129341899520454,0.08099161768271754,0.044195397763512854,2.4319608980867953,0.9926787625487494,0.0007529960409502879,0.0007727679128629194,0.0010017905163132435,0.0006238814765879807,3.6885319235675174,0.9832812310766402
