rmse_disp_train,rmse_disp_val,rmse_disp_test,mae_disp_test,r2_disp_test,rmse_force_train,rmse_force_val,rmse_force_test,mae_force_test,r2_force_test
1.0628161085453494,0.10257679545947042,0.092374580120561,0.09208387337087112,-158.12970223018579,0.01039200982477517,0.0008822423446461436,0.0009448679226357193,0.0009340899722736119,-43.0848110151959
