segment,disp_rmse_mm,force_rmse_N,disp_fit_percent,force_fit_percent,total_fit_percent,n_test_windows
Chirp_1_block00_test,0.0052428473718464375,0.0003646129334811121,89.56837463378906,98.46541595458984,90.54633331298828,255
Chirp_1_block01_test,0.0032987359445542097,0.0006041908054612577,77.17218017578125,97.48542022705078,88.03912353515625,255
Chirp_1_block02_test,0.003737528109923005,0.001107660704292357,52.88622283935547,95.37330627441406,84.54364776611328,255
Chirp_1_block03_test,0.011356131173670292,0.006699759978801012,-24.15289878845215,72.04117584228516,48.594539642333984,255
Chirp_2_block00_test,0.004310727119445801,0.0005611091037280858,97.18164825439453,94.50194549560547,97.16417694091797,255
Chirp_2_block01_test,0.0032231120858341455,0.0008246329962275922,87.22499084472656,91.79056549072266,87.74878692626953,255
