feature_count,newest_feature,retained_features,data_role,output,mean_RMSE_across_records,worst_RMSE_across_records,mean_fit_percent_across_records,worst_fit_percent_across_records,trainable_parameters
1,current,current,one_step_training,Displacement,0.0007215065015188949,0.004331438435941528,99.85463852959563,99.1025861746185,30209
1,current,current,one_step_training,Lorentz force,0.0003196321454638411,0.0009884227647230345,97.74243346150942,95.0899842458551,30209
1,current,current,one_step_validation,Displacement,0.0005555371844480112,0.004472637705476659,99.72715892104497,99.1314009772979,30209
1,current,current,one_step_validation,Lorentz force,0.00024152559049747674,0.0009655486017492009,97.71046257281927,92.85671629397896,30209
1,current,current,one_step_internal_test,Displacement,0.0005183378017577145,0.0043237175819083335,99.7057431822721,99.09849303560762,30209
1,current,current,one_step_internal_test,Lorentz force,0.000225023908551763,0.000965952614369417,98.34973293669488,97.17659826825839,30209
1,current,current,one_step_pure_test,Displacement,0.0005351339360505332,0.0011238026220480968,99.71349394702061,99.28630180855352,30209
1,current,current,one_step_pure_test,Lorentz force,0.00027807350632392364,0.0006659663933648702,96.85003661923356,95.86725271415855,30209
