feature_count,newest_feature,retained_features,data_role,output,mean_RMSE_across_records,worst_RMSE_across_records,mean_fit_percent_across_records,worst_fit_percent_across_records,trainable_parameters
7,startup_indicator,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator,one_step_training,Displacement,0.0006662398061164665,0.004329871563070717,99.86593898985105,99.10291080889363,31361
7,startup_indicator,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator,one_step_training,Lorentz force,0.0003196321454638411,0.0009884227647230345,97.74243346150942,95.0899842458551,31361
7,startup_indicator,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator,one_step_validation,Displacement,0.0005269064338556447,0.004471550712202986,99.7456502082012,99.13161207449767,31361
7,startup_indicator,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator,one_step_validation,Lorentz force,0.00024152559049747674,0.0009655486017492009,97.71046257281927,92.85671629397896,31361
7,startup_indicator,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator,one_step_internal_test,Displacement,0.0004925288546557273,0.004322896541255332,99.73950989742956,99.09866422483373,31361
7,startup_indicator,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator,one_step_internal_test,Lorentz force,0.000225023908551763,0.000965952614369417,98.34973293669488,97.17659826825839,31361
7,startup_indicator,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator,one_step_pure_test,Displacement,0.0003498039813378808,0.0006820336949286914,99.83042705302779,99.4913447868933,31361
7,startup_indicator,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator,one_step_pure_test,Lorentz force,0.00027807350632392364,0.0006659663933648702,96.85003661923356,95.86725271415855,31361
