Epoch,TrainingLoss,ValidationLoss
1,0.46618689257132856,0.9231891042581992
2,0.34609006005751936,0.9255967816425255
3,0.34927319857893113,0.9235721055665636
4,0.3568415915286994,0.9209989795878452
5,0.3362761635946322,0.9209139664453687
6,0.33369479191642776,0.9207189936811725
7,0.34037618914359735,0.9201225947084216
8,0.3316287768981125,0.9195005721073054
9,0.3216945083835457,0.9192371338722296
10,0.31221094406858274,0.9186343689313313
11,0.338505874046042,0.9181695632263048
12,0.3412043638055838,0.918370252213208
13,0.3066052058829537,0.9167881873217993
14,0.28840402928711495,0.9166018354202
15,0.31394131125622915,0.9173338542411026
16,0.31257402736552153,0.9164881157606336
17,0.32830299833152865,0.9162916449592254
18,0.3182845579672463,0.9165577830329615
19,0.3258878660352924,0.9156672965085212
20,0.3176601346157774,0.9165316559835143
