Epoch,TrainingLoss,ValidationLoss
1,0.8049377489693558,1.0260177060457256
2,0.7945837868919855,1.0267408672953025
3,0.7480962759331812,1.0265478078702774
4,0.5875720634490629,0.9840249103338768
5,0.3972922310798983,0.9296027340363556
6,0.37860530388506153,0.9325439606133538
7,0.3807843299228934,0.9313259184321699
8,0.3757983544204809,0.9286673069970371
9,0.36262335392493233,0.9277107852879757
10,0.3551643809562997,0.929964201815892
11,0.38055481657951695,0.9309320690420767
12,0.3879215110895,0.926738402878982
13,0.34771076372907134,0.9326217187820779
14,0.3307477220704284,0.9308212756586727
15,0.3588382333422763,0.9298138545709662
16,0.3590957494098929,0.931133734008957
17,0.3768400423511674,0.9279817232551674
