Epoch,TrainingLoss,ValidationLoss,TrainingRMSE,ValidationRMSE,LearningRate
42,0.03147032049794992,0.01383437030017376,0.17674960361586678,0.1176195964217186,0.001
43,0.02794294369717439,0.013568463735282421,0.1667980154355367,0.11648374795913696,0.001
44,0.027039405579368275,0.01211717538535595,0.16423114471965367,0.11007804423570633,0.001
45,0.024784994829032157,0.0118620116263628,0.15723518033822378,0.1089128628373146,0.001
46,0.02408627441359891,0.012796896509826183,0.15499429570304024,0.11312337219715118,0.001
47,0.023827223314179316,0.012597933411598206,0.15407436258263058,0.1122405156493187,0.001
48,0.023220785996980138,0.011316060088574886,0.15222491655084822,0.10637696832418442,0.001
49,0.023251478456788592,0.010378499515354633,0.15209066371122995,0.10187491774559021,0.001
50,0.023537081976731617,0.013017244637012482,0.15303482115268707,0.11409313976764679,0.001
51,0.021147426424754992,0.010636886581778526,0.14526228109995523,0.10313528031110764,0.001
52,0.02323392178449366,0.011736681684851646,0.15199852486451468,0.1083359643816948,0.001
53,0.02555894748204284,0.011038684286177158,0.15943519439962175,0.10506514459848404,0.001
54,0.02183240983221266,0.010328710079193115,0.14757822785112593,0.10163026303052902,0.001
55,0.019787893630564213,0.011316655203700066,0.13995954559908974,0.10637976974248886,0.001
56,0.02197169264157613,0.010673325508832932,0.14784440894921622,0.10331178456544876,0.001
57,0.017756282455391355,0.009471419267356396,0.13278811673323312,0.09732121974229813,0.001
58,0.01948292801777522,0.0092841237783432,0.13945060306125218,0.0963541567325592,0.001
59,0.01615708538641532,0.009494731202721596,0.12692895945575502,0.09744091331958771,0.001
60,0.015303632140987448,0.007990119978785515,0.12328717526462343,0.08938746899366379,0.001
61,0.016735757908059493,0.009534189477562904,0.12870564974016613,0.0976431742310524,0.001
62,0.01805416742960612,0.009038740769028664,0.1342222640911738,0.09507229179143906,0.001
63,0.014855028233594365,0.008223599754273891,0.12159507638878292,0.09068406373262405,0.001
64,0.015138715712560548,0.007845792919397354,0.12277035001251432,0.08857648074626923,0.001
65,0.01737295960386594,0.007377480156719685,0.13081145617696974,0.08589226007461548,0.001
66,0.01560106004277865,0.007861857302486897,0.12410556359423532,0.0886671170592308,0.001
67,0.018878871161076758,0.007883134298026562,0.13656789478328493,0.0887870192527771,0.001
68,0.024265649728477,0.008199086412787437,0.1543181190888087,0.0905488058924675,0.001
69,0.014754448499944475,0.007651622407138348,0.12122929427358839,0.0874735489487648,0.001
70,0.013901371094915602,0.008878007531166077,0.11778874115811454,0.09422317892313004,0.001
71,0.013545379042625427,0.0071437363512814045,0.11606965959072113,0.084520623087883,0.001
72,0.014251217556496462,0.00706279743462801,0.11860824790265825,0.08404044806957245,0.001
73,0.01746999451683627,0.006888967007398605,0.13139106581608453,0.0829998031258583,0.001
74,0.01648461797999011,0.007259955629706383,0.12720390988720787,0.08520537614822388,0.001
75,0.013136514359050326,0.007073931396007538,0.11442467984226015,0.08410666882991791,0.001
76,0.011838896613981988,0.007050983142107725,0.10864288773801592,0.08397012948989868,0.001
77,0.010149942607515387,0.006668116897344589,0.1006104623277982,0.08165853470563889,0.001
78,0.009618724282417033,0.005812190938740969,0.09803494893842274,0.07623772323131561,0.001
79,0.012329233603345023,0.005708908196538687,0.10977613263660008,0.07555731385946274,0.001
80,0.010214753242002593,0.0060724178329110146,0.10073759158452351,0.07792571932077408,0.001
81,0.01039910347511371,0.005505075678229332,0.10164862126111984,0.07419619709253311,0.001
82,0.010889574264486631,0.005686635617166758,0.10404781583282682,0.07540978491306305,0.001
83,0.010471539054479864,0.005538344848901033,0.10206760548883015,0.07442005723714828,0.001
84,0.009887303846577803,0.005822602193802595,0.09913952400286992,0.07630597800016403,0.001
85,0.009384549792028136,0.005051841959357262,0.09657063252396053,0.07107631117105484,0.001
86,0.009787157436625825,0.005052953492850065,0.098630976345804,0.07108412683010101,0.001
87,0.009208143895698918,0.005358160473406315,0.09590410027239057,0.07319945842027664,0.001
88,0.008795814899106821,0.005585501901805401,0.09372923854324552,0.07473621517419815,0.001
89,0.008794403428004848,0.004862593952566385,0.0936102420091629,0.06973230093717575,0.001
90,0.008812444957180155,0.004654263611882925,0.0937394681904051,0.06822216510772705,0.001
91,0.008609455699721972,0.004994748625904322,0.0926773092812962,0.07067353278398514,0.001
92,0.008469788202395042,0.004962089937180281,0.09194782293505138,0.07044210284948349,0.001
93,0.00903903791267011,0.004613393452018499,0.0947364212738143,0.0679219663143158,0.001
94,0.00823780708014965,0.004506388679146767,0.09065139707591799,0.06712964177131653,0.001
95,0.0078545732734104,0.0048921010456979275,0.08856336606873406,0.06994355469942093,0.001
96,0.007734077309982644,0.004997330252081156,0.08784741742743386,0.0706917941570282,0.001
97,0.008463300919781128,0.004963393323123455,0.09187978920009401,0.07045135647058487,0.001
98,0.008590025516847769,0.004561710171401501,0.09246683700217141,0.06754043698310852,0.001
99,0.007633053387204806,0.004929386079311371,0.08728904277086258,0.07020958513021469,0.001
100,0.0075029539358284734,0.00463174469769001,0.08646092646651798,0.06805692613124847,0.001
101,0.007629682620366414,0.004303368274122477,0.08727995637390348,0.06560005992650986,0.001
102,0.007505387378235658,0.004793236963450909,0.0865707579586241,0.06923320889472961,0.001
103,0.008467385700593391,0.004252411890774965,0.09152706546915902,0.06521052122116089,0.001
104,0.007049635466602113,0.004457828588783741,0.08339015394449234,0.06676696985960007,0.001
105,0.00774088248403536,0.00564375938847661,0.08682001133759816,0.07512495666742325,0.001
106,0.00932525848555896,0.004398965742439032,0.09621178110440572,0.06632469594478607,0.001
107,0.006939917337149382,0.004646285902708769,0.08316676484213935,0.0681636705994606,0.001
108,0.008270077096919218,0.005414794664829969,0.0901146059234937,0.07358528673648834,0.001
109,0.007657517730775807,0.004557549953460693,0.08722574346595341,0.06750962883234024,0.001
110,0.007712031869838635,0.005174601916223764,0.08732846627632777,0.07193470746278763,0.001
111,0.007646364832503928,0.00542827695608139,0.0868634498781628,0.07367683947086334,0.001
112,0.0068166474294331335,0.004463855642825365,0.08228680325878991,0.06681209057569504,0.001
113,0.005282985977828503,0.004010730888694525,0.07257899310853747,0.06333032995462418,0.001
114,0.0055522725193036925,0.0046536619774997234,0.07425086696942647,0.06821775436401367,0.001
115,0.006246897857636213,0.004021588247269392,0.07874932967954212,0.0634159967303276,0.001
116,0.007365346006635163,0.00525835994631052,0.0850676761733161,0.07251454889774323,0.001
117,0.00656599598005414,0.004176728893071413,0.0805951091978285,0.06462761759757996,0.001
118,0.006242410745471716,0.004417738411575556,0.07886950340535906,0.0664660707116127,0.001
119,0.006401150125182337,0.004008874297142029,0.07981656491756439,0.06331567466259003,0.001
120,0.00567184171328942,0.004119355697184801,0.07515781538354026,0.06418220698833466,0.001
121,0.005797219203992022,0.004191756248474121,0.07597977585262722,0.064743772149086,0.001
122,0.006041522189560864,0.003956174943596125,0.07766484220822652,0.06289812922477722,0.001
123,0.005507231379548709,0.003693413222208619,0.07401841382185619,0.06077345833182335,0.001
124,0.005389045458287001,0.004021097905933857,0.07329872416125403,0.0634121298789978,0.001
125,0.005574376270588901,0.003631102852523327,0.0746147566371494,0.06025863438844681,0.001
126,0.00570885454201036,0.004293195903301239,0.07521742913458082,0.06552248448133469,0.001
127,0.006000579955677192,0.003988130483776331,0.07708876828352611,0.06315165013074875,0.001
128,0.00722504055334462,0.004312356933951378,0.08427075379424626,0.06566853821277618,0.001
129,0.00589582117067443,0.0037939755711704493,0.07643624395132065,0.06159525737166405,0.001
130,0.004302887427103188,0.003956808242946863,0.06538886204361916,0.06290316581726074,0.001
131,0.005412047677155998,0.0037418243009597063,0.07327476392189662,0.06117045134305954,0.001
132,0.005366343539208174,0.0038238540291786194,0.07310592631498973,0.061837319284677505,0.001
133,0.004687584082906445,0.0039104316383600235,0.06816856438914935,0.06253344565629959,0.001
134,0.0038485587833242286,0.0034711528569459915,0.062020392881499395,0.05891649052500725,0.001
135,0.003600365896191862,0.003569752909243107,0.05993083326352967,0.05974740907549858,0.001
136,0.003371687192055914,0.003363977186381817,0.05800228027833833,0.057999804615974426,0.001
137,0.0033648890029225084,0.0033773609902709723,0.05797910069425901,0.05811506509780884,0.001
138,0.0035646577986578145,0.0032079664524644613,0.05962026822898123,0.05663891136646271,0.001
139,0.003270926937046978,0.0031849730294197798,0.05715135609110197,0.056435566395521164,0.001
140,0.00314468939581679,0.0031619169749319553,0.05605856039457851,0.056230925023555756,0.001
141,0.0030913288032429088,0.0034696687944233418,0.055591375877459846,0.05890389531850815,0.001
142,0.0032465402813007436,0.003165597328916192,0.05685626674029562,0.05626364052295685,0.001
143,0.003320134814000792,0.003147396259009838,0.05737213376495573,0.056101661175489426,0.001
144,0.005339890563239654,0.004333426710218191,0.0718544258011712,0.06582877039909363,0.001
145,0.005555295799341466,0.0038818451575934887,0.07373181151019202,0.062304455786943436,0.001
146,0.006743408817177017,0.003276088507845998,0.08074584686093861,0.05723712593317032,0.001
147,0.0035647915727976295,0.0035356010776013136,0.05954315306411849,0.059460919350385666,0.001
148,0.0032019501603725883,0.0033501219004392624,0.056484325892395444,0.05788023769855499,0.001
149,0.0029248096980154514,0.0030455118976533413,0.053977871106730566,0.055186156183481216,0.001
150,0.0028925464074644777,0.003168040420860052,0.05372358486056328,0.056285347789525986,0.001
151,0.0027414607401523325,0.0032757744193077087,0.05232604634430674,0.05723438039422035,0.001
152,0.00265328091983166,0.002979504643008113,0.05148112608326806,0.05458483844995499,0.001
153,0.002707732349841131,0.0028939428739249706,0.05194488416115443,0.053795378655195236,0.001
154,0.002702524963145455,0.0030249764677137136,0.051927604195144444,0.054999787360429764,0.001
155,0.0025123056386493975,0.002918673912063241,0.050094348274999194,0.05402475222945213,0.001
156,0.002483871661954456,0.0029514171183109283,0.049813441932201385,0.054326947778463364,0.001
157,0.0027015646402206686,0.002881242660805583,0.05194655598865615,0.053677208721637726,0.001
158,0.0029891016893088818,0.002706912811845541,0.054538843118482165,0.052028000354766846,0.001
159,0.002367713372223079,0.0030731421429663897,0.04859951635201772,0.05543592944741249,0.001
160,0.0026640871591452095,0.0030888693872839212,0.051528012173043355,0.0555775985121727,0.001
161,0.0038912888461103043,0.005072338040918112,0.060857970267534256,0.07122034579515457,0.001
162,0.00999737572338846,0.0031440427992492914,0.09568074883686171,0.05607176572084427,0.001
163,0.006298738247197535,0.0034819254651665688,0.07764726546075609,0.05900784209370613,0.001
164,0.004971769819450047,0.00319110625423491,0.07011609690056907,0.05648987740278244,0.001
165,0.004238291850520505,0.0030578330624848604,0.06464185979631212,0.05529767647385597,0.001
166,0.004185359304149945,0.0036626639775931835,0.06448875822954708,0.06051994860172272,0.001
167,0.0034099152673863703,0.0032460305374115705,0.05812393460008833,0.05697394534945488,0.001
168,0.003052466186798281,0.0033231391571462154,0.05497738512025939,0.057646676898002625,0.001
169,0.0035400594481163556,0.0031677891965955496,0.05915365657872624,0.05628311634063721,0.001
170,0.0035271719098091125,0.0027282750234007835,0.05903691053390503,0.05223289132118225,0.001
171,0.0029159382296105227,0.003209242131561041,0.05371530271238751,0.05665017291903496,0.001
172,0.0024169700271967384,0.0029670908115804195,0.0490206815302372,0.054471008479595184,0.001
173,0.002086986386631098,0.0026765509974211454,0.04564861663513713,0.051735393702983856,0.001
174,0.0021796388189411825,0.0028999599162489176,0.04665939882397652,0.05385127663612366,0.001
175,0.002368554938584566,0.003024472389370203,0.04856987504495515,0.05499520152807236,0.001
176,0.002171670345382558,0.002757580019533634,0.04658450517389509,0.05251266434788704,0.001
177,0.00260416211353408,0.00270681269466877,0.05080466800265842,0.05202703922986984,0.001
178,0.0026317363501422936,0.0025792678352445364,0.051121846669250064,0.050786491483449936,0.001
179,0.0037632977020823294,0.0042099314741790295,0.06044522590107388,0.06488398462533951,0.001
180,0.004479615819743938,0.003009647596627474,0.06563480902049276,0.05486025661230087,0.001
181,0.004140354744676087,0.0027296028565615416,0.06390046866403686,0.0522456020116806,0.001
182,0.003717270731512043,0.002575920196250081,0.060826842155721456,0.05075352266430855,0.001
183,0.003965891483757231,0.0041535720229148865,0.06274173657099406,0.06444821506738663,0.001
184,0.00442911428399384,0.003500265534967184,0.06639437501629193,0.05916304141283035,0.001
185,0.004450384579184983,0.002750883111730218,0.06655673020415837,0.05244886130094528,0.001
186,0.004187487298622727,0.0034222621470689774,0.06430542013711399,0.058500103652477264,0.001
187,0.0041992013187458115,0.003605456557124853,0.06452757161524561,0.060045454651117325,0.001
188,0.0034820480375654167,0.003792289411649108,0.05854967774616347,0.0615815669298172,0.001
189,0.005544145462206668,0.00288203451782465,0.07174187443322605,0.05368458479642868,0.001
190,0.007201044897859295,0.003126750001683831,0.08143222745921877,0.055917348712682724,0.001
191,0.006379261897462938,0.0027065309695899487,0.07784933100144069,0.05202433094382286,0.001
192,0.006272356388055616,0.0033881214912980795,0.07772889402177599,0.058207571506500244,0.001
193,0.006249773988707198,0.0027707444969564676,0.07787210411495632,0.05263786017894745,0.001
194,0.005694803781807423,0.00428566662594676,0.07415805922614203,0.06546500325202942,0.001
195,0.006038156415646275,0.002718794159591198,0.07646635961201456,0.052142057567834854,0.001
196,0.005490950593310926,0.003253854112699628,0.07325369285212623,0.05704256519675255,0.001
197,0.00530362918248607,0.0025447201915085316,0.0719691084490882,0.05044522136449814,0.001
198,0.005194754210404224,0.0032582127023488283,0.07087208578983943,0.05708075687289238,0.001
199,0.004834244984926449,0.0025487984530627728,0.06839076181252797,0.050485625863075256,0.001
200,0.00490368543089264,0.002800621325150132,0.06895117006368107,0.05292089655995369,0.001
201,0.0032322952886008555,0.003221859224140644,0.056372361878554024,0.056761424988508224,0.001
202,0.0023906519636511803,0.0027971172239631414,0.04879463588198026,0.05288777872920036,0.001
203,0.0021720497041112846,0.002586303511634469,0.04655704895655314,0.05085571110248566,0.001
204,0.0019932516410739887,0.0026533377822488546,0.044581524199909635,0.051510561257600784,0.001
205,0.0018029952447654472,0.0026304612401872873,0.042438545574744545,0.051288023591041565,0.001
206,0.0018109738593921065,0.0029128501191735268,0.04250890678829617,0.0539708249270916,0.001
207,0.0017293347821881373,0.00259859929792583,0.04156330641773012,0.0509764589369297,0.001
208,0.0016479933530920083,0.002601559506729245,0.040579708913962044,0.05100548639893532,0.001
209,0.0015684015169325802,0.0025559666100889444,0.03958817281656795,0.05055656656622887,0.001
210,0.0015827076664815347,0.0027073200326412916,0.039743419736623764,0.05203191190958023,0.001
211,0.0018073809979897407,0.0025455772411078215,0.04242486796445317,0.05045371502637863,0.001
212,0.0018429855505625408,0.002515074098482728,0.04274605504340596,0.050150513648986816,0.001
213,0.001539027602929208,0.002431407803669572,0.03921326622366905,0.04930930584669113,0.001
214,0.0015390799251488512,0.0023823229130357504,0.03917527116007275,0.04880904406309128,0.001
215,0.0015911583969783452,0.002517760032787919,0.039789056612385645,0.05017728731036186,0.001
216,0.0016284803989239866,0.002690655644983053,0.040294556981987424,0.05187153071165085,0.001
217,0.0016101174211750429,0.0025302439462393522,0.040023246986998454,0.050301529467105865,0.001
218,0.0014164267211324638,0.0023209049832075834,0.03761787050300174,0.04817577078938484,0.001
219,0.0014291822832698624,0.0023508965969085693,0.03778079359067811,0.048486046493053436,0.001
220,0.0014764635901277263,0.0023310105316340923,0.038370138241185084,0.048280540853738785,0.001
221,0.001475093834516075,0.0021120673045516014,0.038359156913227506,0.045957233756780624,0.001
222,0.0017235167971294788,0.002209864789620042,0.04128533974289894,0.04700919985771179,0.001
223,0.0015447546934915914,0.0022533750161528587,0.03916584907306565,0.04746972769498825,0.001
224,0.0014817421324551105,0.002267131581902504,0.03837403737836414,0.047614406794309616,0.001
225,0.0014217408218731482,0.0020795443560928106,0.03765639538566271,0.045602019876241684,0.001
226,0.0014132382348179817,0.002172451466321945,0.0374856007595857,0.04660956561565399,0.001
227,0.0015381353182925119,0.002189105609431863,0.03911626173390283,0.04678788036108017,0.001
228,0.0013688797545101908,0.0019375613192096353,0.03692240806089507,0.0440177395939827,0.001
229,0.0012529642295299305,0.002301102504134178,0.03537411242723465,0.04796980693936348,0.001
230,0.001396562076277203,0.001922675408422947,0.03729987723959817,0.043848324567079544,0.001
231,0.001276958268135786,0.002065027132630348,0.035612391100989446,0.04544257000088692,0.001
232,0.0012168648212941156,0.0020483836997300386,0.034852286179860435,0.04525907337665558,0.001
233,0.0012417092350208098,0.001904329750686884,0.03519642477234205,0.04363862797617912,0.001
234,0.0018883441807702184,0.00244765542447567,0.04289422639542156,0.04947378486394882,0.001
235,0.005542600592080917,0.0024835749063640833,0.06906490524609883,0.04983547702431679,0.001
236,0.008783471938740049,0.0035871472209692,0.08837604067391819,0.059892795979976654,0.001
237,0.0036548356163418954,0.002503359690308571,0.05980241050322851,0.050033584237098694,0.001
238,0.00238556993038704,0.00231204554438591,0.04846485290262434,0.04808373376727104,0.001
239,0.0025469811064087683,0.0023855252657085657,0.049396384921338826,0.04884183779358864,0.001
240,0.00161908068952875,0.0022203046828508377,0.040166865620348186,0.0471201092004776,0.001
241,0.0014095897139567467,0.002095873700454831,0.03745690029528406,0.045780714601278305,0.001
242,0.0012368091330346134,0.0021947473287582397,0.035111162811517715,0.046848129481077194,0.001
243,0.0011806374984896844,0.002162391087040305,0.03434019866916868,0.0465015172958374,0.001
244,0.0011915310234245327,0.0018964478513225913,0.03451022836897108,0.04354822263121605,0.001
245,0.0012252181962442894,0.001944303628988564,0.03494520692361726,0.044094257056713104,0.001
246,0.0011319427802744838,0.0018857476534321904,0.03362967694799105,0.043425194919109344,0.001
247,0.0011117160837683412,0.001980084925889969,0.03331237079368697,0.04449814558029175,0.001
248,0.001151803822722286,0.0019978596828877926,0.03389330663614803,0.04469742253422737,0.001
249,0.0010936480636397998,0.0018399792024865746,0.033055545969141856,0.04289497807621956,0.001
250,0.0011845165863633156,0.0018409857293590903,0.03437506531675657,0.042906709015369415,0.001
