Epoch,TrainingLoss,ValidationLoss
1,0.483636914174768,0.9219310126936762
2,0.34022976024241386,0.924899190441162
3,0.34246842968690244,0.9222220234417667
4,0.34897501049916957,0.91980373044377
5,0.32748095634617386,0.9200384745733269
6,0.3249306491564346,0.9196539343975019
7,0.33286492564255676,0.9193530275830805
8,0.32725998042505,0.9189515884475744
9,0.3170435542735872,0.9188250063161831
10,0.3082003406708754,0.9182430711516645
11,0.3297120872177655,0.9165350677964549
12,0.33540825753272335,0.9169944895353789
13,0.3014408282086819,0.9155902757799291
14,0.28351715452308895,0.9160546758072693
15,0.3077922701316921,0.9152059425008096
16,0.30694705078118967,0.9153132638845515
17,0.32185360412054426,0.9142587004359181
18,0.3099634990661959,0.9139198979222177
19,0.3171051872681968,0.9130638053017416
20,0.31119896226291416,0.9144354967114244
