Time_s,Current_A,CoilForce_N,WeightLoad_N,NetForce_N,Displacement_mm
0.3296,0.2,0.02529,0.025637,-0.000347,4.52419297653438
0.3304,0.2,0.025285,0.025637,-0.000352000000000002,4.52444608841013
0.3312,0.2,0.025281,0.025637,-0.000355999999999999,4.52462664959486
0.332,0.2,0.025279,0.025637,-0.000358000000000001,4.52473596582986
0.3328,0.2,0.025278,0.025637,-0.000359000000000002,4.52477556418359
0.3336,0.2,0.025279,0.025637,-0.000358000000000001,4.524747181572
0.3344,0.2,0.025281,0.025637,-0.000355999999999999,4.52465275285767
0.3352,0.2,0.025284,0.025637,-0.000352999999999999,4.52449439858001
0.336,0.2,0.025288,0.025637,-0.000348999999999999,4.52427441236763
0.3368,0.2,0.025294,0.025637,-0.000343,4.52399524808419
0.3376,0.2,0.0253,0.025637,-0.000337,4.52365950675821
0.3384,0.2,0.025308,0.025637,-0.000328999999999999,4.52326992334677
0.3392,0.2,0.025316,0.025637,-0.000320999999999998,4.52282935338199
0.34,0.2,0.025325,0.025637,-0.000312,4.52234075954875
0.3408,0.2,0.025336,0.025637,-0.000300999999999999,4.52180719824061
0.3416,0.2,0.025347,0.025637,-0.000289999999999999,4.52123180614023
0.3424,0.2,0.025359,0.025637,-0.000278,4.52061778686916
0.3432,0.2,0.025371,0.025637,-0.000265999999999999,4.51996839775055
0.344,0.2,0.025384,0.025637,-0.000253,4.51928693672706
0.3448,0.2,0.025398,0.025637,-0.000239,4.51857672947496
0.3456,0.2,0.025412,0.025637,-0.000225,4.51784111675328
0.3464,0.2,0.025427,0.025637,-0.000209999999999998,4.51708344202599
0.3472,0.2,0.025442,0.025637,-0.000195000000000001,4.51630703939282
0.348,0.2,0.025457,0.025637,-0.00018,4.51551522186304
0.3488,0.2,0.025473,0.025637,-0.000164000000000001,4.51471127000429
0.3496,0.2,0.025489,0.025637,-0.000147999999999999,4.51389842099682
0.3504,0.2,0.025505,0.025637,-0.000132,4.51307985812156
0.3512,0.2,0.02552,0.025637,-0.000116999999999999,4.51225870070825
0.352,0.2,0.025536,0.025637,-0.000101,4.51143799456777
0.3528,0.2,0.025552,0.025637,-8.50000000000017e-05,4.51062070293088
0.3536,0.2,0.025568,0.025637,-6.89999999999996e-05,4.50980969791317
0.3544,0.2,0.025584,0.025637,-5.3000000000001e-05,4.50900775252378
0.3552,0.2,0.025599,0.025637,-3.79999999999998e-05,4.50821753323357
0.356,0.2,0.025614,0.025637,-2.29999999999987e-05,4.50744159311558
0.3568,0.2,0.025629,0.025637,-8.00000000000106e-06,4.50668236556891
0.3576,0.2,0.025643,0.025637,5.99999999999906e-06,4.50594215863449
0.3584,0.2,0.025657,0.025637,1.99999999999992e-05,4.50522314990908
0.3592,0.2,0.025671,0.025637,3.39999999999993e-05,4.50452738206155
0.36,0.2,0.025684,0.025637,4.69999999999984e-05,4.50385675895319
0.3608,0.2,0.025696,0.025637,5.9e-05,4.50321304236171
0.3616,0.2,0.025708,0.025637,7.10000000000016e-05,4.50259784930615
0.3624,0.2,0.02572,0.025637,8.29999999999997e-05,4.50201264996809
0.3632,0.2,0.02573,0.025637,9.29999999999993e-05,4.50145876620212
0.364,0.2,0.025741,0.025637,0.000104,4.50093737062689
0.3648,0.2,0.02575,0.025637,0.000112999999999999,4.5004494862856
0.3656,0.2,0.025759,0.025637,0.000122000000000001,4.49999598686334
0.3664,0.2,0.025767,0.025637,0.000130000000000002,4.49957759744675
0.3672,0.2,0.025775,0.025637,0.000137999999999999,4.49919489580947
0.368,0.2,0.025781,0.025637,0.000143999999999998,4.49884831420579
0.3688,0.2,0.025787,0.025637,0.000150000000000001,4.49853814165277
0.3696,0.2,0.025793,0.025637,0.000156,4.49826452668023
0.3704,0.2,0.025797,0.025637,0.00016,4.49802748052628
0.3712,0.2,0.025801,0.025637,0.000164000000000001,4.49782688075521
0.372,0.2,0.025805,0.025637,0.000168000000000001,4.49766247527325
0.3728,0.2,0.025807,0.025637,0.00017,4.49753388671695
0.3736,0.2,0.025809,0.025637,0.000171999999999999,4.49744061718801
0.3744,0.2,0.02581,0.025637,0.000173,4.49738205330778
0.3752,0.2,0.025811,0.025637,0.000174000000000001,4.49735747156387
0.376,0.2,0.02581,0.025637,0.000173,4.49736604392146
0.3768,0.2,0.02581,0.025637,0.000173,4.49740684367064
0.3776,0.2,0.025808,0.025637,0.000171000000000001,4.49747885148188
0.3784,0.2,0.025806,0.025637,0.000168999999999999,4.49758096164119
0.3792,0.2,0.025804,0.025637,0.000167,4.49771198843646
0.38,0.2,0.0258,0.025637,0.000163,4.49787067266716
0.3808,0.2,0.025797,0.025637,0.00016,4.49805568824919
0.3816,0.2,0.025793,0.025637,0.000156,4.49826564888778
0.3824,0.2,0.025788,0.025637,0.000150999999999998,4.49849911479121
0.3832,0.2,0.025783,0.025637,0.000146,4.49875459939918
0.384,0.2,0.025778,0.025637,0.000140999999999999,4.49903057610001
0.3848,0.2,0.025772,0.025637,0.000135,4.49932548491179
0.3856,0.2,0.025766,0.025637,0.000129000000000001,4.49963773910357
0.3864,0.2,0.02576,0.025637,0.000123000000000002,4.4999657317332
0.3872,0.2,0.025753,0.025637,0.000116000000000002,4.50030784207994
0.388,0.2,0.025746,0.025637,0.000109000000000001,4.50066244195051
0.3888,0.2,0.025739,0.025637,0.000102000000000001,4.50102790183879
0.3896,0.2,0.025732,0.025637,9.50000000000013e-05,4.50140259692017
0.3904,0.2,0.025724,0.025637,8.70000000000003e-05,4.50178491286304
0.3912,0.2,0.025717,0.025637,8.00000000000002e-05,4.50217325144072
0.392,0.2,0.025709,0.025637,7.19999999999991e-05,4.50256603592906
0.3928,0.2,0.025701,0.025637,6.40000000000016e-05,4.50296171627537
0.3936,0.2,0.025693,0.025637,5.60000000000005e-05,4.50335877402621
0.3944,0.2,0.025686,0.025637,4.90000000000004e-05,4.50375572700269
0.3952,0.2,0.025678,0.025637,4.09999999999994e-05,4.5041511337133
0.396,0.2,0.02567,0.025637,3.29999999999983e-05,4.50454359749516
0.3968,0.2,0.025663,0.025637,2.59999999999982e-05,4.50493177037664
0.3976,0.2,0.025655,0.025637,1.80000000000007e-05,4.50531435665468
0.3984,0.2,0.025648,0.025637,1.10000000000006e-05,4.50569011618209
0.3992,0.2,0.025641,0.025637,4.00000000000053e-06,4.506057867361
0.4,0.2,0.025634,0.025637,-2.99999999999953e-06,4.50641648983976
