Epoch,TrainingLoss,ValidationLoss
1,0.4713184575114069,0.9149690357444342
2,0.3312326226430603,0.9053073583199875
3,0.3258937436002719,0.8622183987657385
4,0.22492365223131602,0.17377085423019403
5,0.07411428597531741,0.06825523859879468
6,0.0536519290195613,0.04066578551525405
7,0.03994628768178481,0.02307478402023359
8,0.033383690256955506,0.022177539688224595
9,0.0284549831589566,0.020363726250555676
10,0.028257010964370225,0.01570823536409686
11,0.02927195516568196,0.014203164508217014
12,0.025314065922476068,0.01791235329195236
13,0.025456745189296293,0.013514808564650593
14,0.02452796595053205,0.015440120221076844
15,0.02255160341487278,0.013792430505418452
16,0.02021436601924368,0.013927939968804518
17,0.025000361890732486,0.013064059227569183
18,0.022467994437659088,0.01592163486687544
19,0.020151624456048012,0.014483374575017175
20,0.0199202109434748,0.015632794672759093
