Epoch,Iteration,TrainingLoss,ValidationLoss,TrainingRMSE,ValidationRMSE,BaseLearnRate
72,72,0.29756560921669006,0.06710739433765411,0.5454957485198975,0.2590509355068207,0.001
73,73,0.29608258605003357,0.06654173135757446,0.5441347360610962,0.2579568326473236,0.001
74,74,0.2941572964191437,0.06598424911499023,0.5423626899719238,0.2568739950656891,0.001
75,75,0.29256001114845276,0.06543751060962677,0.5408881902694702,0.2558075785636902,0.001
76,76,0.2913246750831604,0.06486325711011887,0.539745032787323,0.25468266010284424,0.001
77,77,0.2896811366081238,0.0643211305141449,0.5382203459739685,0.2536160945892334,0.001
78,78,0.28831198811531067,0.06381335109472275,0.5369468927383423,0.25261303782463074,0.001
79,79,0.2872152328491211,0.06335422396659851,0.5359246730804443,0.2517026364803314,0.001
80,80,0.28590714931488037,0.06295265257358551,0.5347028374671936,0.2509036660194397,0.001
81,81,0.2847200632095337,0.06263252347707748,0.5335916876792908,0.2502649128437042,0.001
82,82,0.2837979197502136,0.0624082125723362,0.5327268838882446,0.24981635808944702,0.001
83,83,0.2826920747756958,0.06226387992501259,0.5316879749298096,0.24952732026576996,0.001
84,84,0.28163954615592957,0.06216905638575554,0.530697226524353,0.24933724105358124,0.001
85,85,0.2807585299015045,0.06211134418845177,0.5298665165901184,0.24922147393226624,0.001
86,86,0.27975329756736755,0.06209946423768997,0.5289170742034912,0.24919764697551727,0.001
87,87,0.27875858545303345,0.06215108931064606,0.5279759168624878,0.24930119514465332,0.001
88,88,0.2779281735420227,0.06218412518501282,0.5271889567375183,0.24936744570732117,0.001
89,89,0.2769998610019684,0.062181081622838974,0.5263077616691589,0.24936135113239288,0.001
90,90,0.2760923504829407,0.06220855936408043,0.5254449248313904,0.24941644072532654,0.001
91,91,0.27531561255455017,0.062264349311590195,0.5247052907943726,0.24952825903892517,0.001
92,92,0.2744777798652649,0.06234640255570412,0.5239062905311584,0.2496926188468933,0.001
93,93,0.27368196845054626,0.06240454316139221,0.5231462121009827,0.24980901181697845,0.001
94,94,0.27298885583877563,0.06249606981873512,0.5224833488464355,0.24999213218688965,0.001
95,95,0.27225586771965027,0.06266272068023682,0.5217814445495605,0.2503252327442169,0.001
96,96,0.27156728506088257,0.06289935111999512,0.5211212038993835,0.25079742074012756,0.001
97,97,0.27094629406929016,0.06319332122802734,0.5205250382423401,0.25138282775878906,0.001
98,98,0.27029675245285034,0.063473179936409,0.5199007391929626,0.2519388496875763,0.001
99,99,0.26969030499458313,0.0637308657169342,0.5193171501159668,0.25244972109794617,0.001
100,100,0.26913002133369446,0.06399280577898026,0.5187774300575256,0.2529679834842682,0.001
101,101,0.2685486674308777,0.064251609146595,0.5182167887687683,0.25347900390625,0.001
102,102,0.2680188715457916,0.06450001150369644,0.5177053809165955,0.2539685368537903,0.001
103,103,0.2675146162509918,0.06472998112440109,0.5172181725502014,0.2544208765029907,0.001
104,104,0.26700690388679504,0.0649416372179985,0.516727089881897,0.2548364996910095,0.001
105,105,0.2665511965751648,0.06512758880853653,0.5162859559059143,0.2552010715007782,0.001
106,106,0.26610803604125977,0.06529036164283752,0.5158566236495972,0.2555197775363922,0.001
107,107,0.26567381620407104,0.06543410569429398,0.5154355764389038,0.25580090284347534,0.001
108,108,0.2652803361415863,0.06555236130952835,0.5150537490844727,0.25603196024894714,0.001
109,109,0.264889121055603,0.06564411520957947,0.5146738290786743,0.2562110722064972,0.001
110,110,0.26451346278190613,0.06571108847856522,0.514308750629425,0.25634175539016724,0.001
111,111,0.2641693353652954,0.06574275344610214,0.5139740705490112,0.25640350580215454,0.001
112,112,0.26382359862327576,0.06574226170778275,0.5136376023292542,0.25640255212783813,0.001
113,113,0.2634982466697693,0.06571383029222488,0.513320803642273,0.25634709000587463,0.001
114,114,0.2631940245628357,0.065673828125,0.5130243897438049,0.25626906752586365,0.001
115,115,0.26289281249046326,0.06562777608633041,0.5127307176589966,0.25617918372154236,0.001
116,116,0.2626185417175293,0.06558063626289368,0.5124632120132446,0.25608715415000916,0.001
117,117,0.2623540461063385,0.06553489714860916,0.5122050642967224,0.25599783658981323,0.001
118,118,0.26209765672683716,0.06548050045967102,0.5119547247886658,0.2558915913105011,0.001
119,119,0.261863112449646,0.06541986018419266,0.5117256045341492,0.25577306747436523,0.001
120,120,0.2616320848464966,0.06535863876342773,0.51149982213974,0.25565335154533386,0.001
121,121,0.26141366362571716,0.06530363112688065,0.5112862586975098,0.2555457651615143,0.001
122,122,0.26120805740356445,0.06525647640228271,0.5110851526260376,0.2554534673690796,0.001
123,123,0.2610052824020386,0.06521625816822052,0.5108867883682251,0.2553747296333313,0.001
124,124,0.26081469655036926,0.06518340855836868,0.5107002258300781,0.25531041622161865,0.001
125,125,0.2606297731399536,0.065158411860466,0.5105191469192505,0.25526145100593567,0.001
126,126,0.26044943928718567,0.06514059007167816,0.5103424787521362,0.2552265524864197,0.001
127,127,0.26028135418891907,0.0651312917470932,0.5101777911186218,0.2552083432674408,0.001
128,128,0.26011577248573303,0.06512976437807083,0.5100154876708984,0.25520533323287964,0.001
129,129,0.25995761156082153,0.06513862311840057,0.5098603963851929,0.25522270798683167,0.001
130,130,0.25980517268180847,0.0651601105928421,0.5097108483314514,0.2552647888660431,0.001
131,131,0.2596558928489685,0.06519235670566559,0.5095643997192383,0.2553279399871826,0.001
132,132,0.2595140337944031,0.06523200869560242,0.5094252228736877,0.25540557503700256,0.001
133,133,0.25937479734420776,0.06527743488550186,0.5092885494232178,0.25549450516700745,0.001
134,134,0.2592431902885437,0.06531506031751633,0.5091593265533447,0.25556811690330505,0.001
135,135,0.2591160535812378,0.06534387171268463,0.5090344548225403,0.2556244730949402,0.001
136,136,0.2589910328388214,0.0653650090098381,0.5089116096496582,0.2556658089160919,0.001
137,137,0.2588706910610199,0.0653805285692215,0.5087933540344238,0.255696177482605,0.001
138,138,0.25875258445739746,0.06539254635572433,0.5086773037910461,0.2557196617126465,0.001
139,139,0.25863873958587646,0.06540139019489288,0.508565366268158,0.25573694705963135,0.001
140,140,0.2585279941558838,0.0654091089963913,0.5084564685821533,0.2557520568370819,0.001
141,141,0.25841933488845825,0.0654175654053688,0.508349597454071,0.2557685673236847,0.001
142,142,0.25831401348114014,0.06542777270078659,0.5082460045814514,0.25578853487968445,0.001
143,143,0.2582108974456787,0.06543754786252975,0.5081445574760437,0.25580763816833496,0.001
144,144,0.25811174511909485,0.06544606387615204,0.5080469846725464,0.2558242976665497,0.001
145,145,0.25801488757133484,0.06545271724462509,0.5079516768455505,0.2558372914791107,0.001
146,146,0.2579204738140106,0.06545788049697876,0.5078586935997009,0.25584736466407776,0.001
147,147,0.2578285038471222,0.06546182185411453,0.5077681541442871,0.25585508346557617,0.001
148,148,0.25773799419403076,0.06546520441770554,0.5076790452003479,0.25586169958114624,0.001
149,149,0.25765007734298706,0.06546928733587265,0.5075924396514893,0.25586965680122375,0.001
150,150,0.25756391882896423,0.06547562777996063,0.5075075626373291,0.25588205456733704,0.001
151,151,0.2574813663959503,0.06549098342657089,0.5074262022972107,0.25591206550598145,0.001
152,152,0.25740134716033936,0.06551315635442734,0.5073473453521729,0.25595536828041077,0.001
153,153,0.25732311606407166,0.06553957611322403,0.5072702765464783,0.25600698590278625,0.001
154,154,0.25724753737449646,0.0655684694647789,0.507195770740509,0.25606340169906616,0.001
155,155,0.2571732699871063,0.06559793651103973,0.5071225166320801,0.2561209499835968,0.001
156,156,0.257100909948349,0.06562446057796478,0.5070511698722839,0.25617271661758423,0.001
157,157,0.25703006982803345,0.06565094739198685,0.5069813132286072,0.2562243938446045,0.001
158,158,0.25696098804473877,0.06567757576704025,0.5069131851196289,0.25627636909484863,0.001
159,159,0.2568930983543396,0.06570224463939667,0.5068462491035461,0.25632449984550476,0.001
160,160,0.25682687759399414,0.06571631133556366,0.5067809224128723,0.25635191798210144,0.001
161,161,0.2567623257637024,0.06572286784648895,0.5067172050476074,0.25636470317840576,0.001
162,162,0.25669896602630615,0.06572307646274567,0.506654679775238,0.2563651204109192,0.001
163,163,0.25663700699806213,0.06571929901838303,0.5065935254096985,0.25635775923728943,0.001
164,164,0.256576269865036,0.0657128170132637,0.5065335631370544,0.25634512305259705,0.001
165,165,0.2565167546272278,0.0657050684094429,0.5064748525619507,0.2563300132751465,0.001
166,166,0.25645849108695984,0.06570006161928177,0.5064173340797424,0.2563202381134033,0.001
167,167,0.25640153884887695,0.06569717079401016,0.5063610672950745,0.25631460547447205,0.001
168,168,0.25634580850601196,0.06569947302341461,0.5063060522079468,0.2563190758228302,0.001
169,169,0.25629106163978577,0.06570563465356827,0.5062519907951355,0.25633111596107483,0.001
170,170,0.2562376856803894,0.06571431457996368,0.5061992406845093,0.25634804368019104,0.001
171,171,0.25618529319763184,0.06572499871253967,0.5061475038528442,0.25636887550354004,0.001
172,172,0.25613388419151306,0.0657382532954216,0.5060967206954956,0.25639471411705017,0.001
173,173,0.25608333945274353,0.06575413048267365,0.5060467720031738,0.256425678730011,0.001
174,174,0.25603362917900085,0.06577244400978088,0.5059976577758789,0.25646138191223145,0.001
175,175,0.25598448514938354,0.06579245626926422,0.505949079990387,0.25650039315223694,0.001
176,176,0.25593632459640503,0.06581436097621918,0.5059015154838562,0.2565430998802185,0.001
177,177,0.25588884949684143,0.06583663821220398,0.5058545470237732,0.2565865218639374,0.001
178,178,0.25584179162979126,0.06585684418678284,0.5058080554008484,0.2566258907318115,0.001
179,179,0.255795419216156,0.06587787717580795,0.5057622194290161,0.2566668689250946,0.001
180,180,0.2557494640350342,0.06589990854263306,0.5057168006896973,0.2567097842693329,0.001
181,181,0.2557038366794586,0.06591810286045074,0.5056716799736023,0.25674521923065186,0.001
182,182,0.2556588649749756,0.0659342035651207,0.5056272149085999,0.2567765712738037,0.001
183,183,0.255614697933197,0.06594683229923248,0.5055835247039795,0.25680115818977356,0.001
184,184,0.2555709481239319,0.06595557183027267,0.5055402517318726,0.25681817531585693,0.001
185,185,0.25552868843078613,0.06596347689628601,0.505498468875885,0.256833553314209,0.001
186,186,0.25548678636550903,0.06596759706735611,0.5054569840431213,0.2568415701389313,0.001
187,187,0.255445271730423,0.06596986949443817,0.5054159164428711,0.25684601068496704,0.001
188,188,0.25540420413017273,0.06597032397985458,0.505375325679779,0.2568468749523163,0.001
189,189,0.2553637623786926,0.06597458571195602,0.50533527135849,0.25685518980026245,0.001
190,190,0.25532346963882446,0.06597758829593658,0.50529545545578,0.25686103105545044,0.001
191,191,0.2552839517593384,0.06598134338855743,0.5052562952041626,0.2568683326244354,0.001
192,192,0.2552448809146881,0.06598437577486038,0.5052176713943481,0.2568742334842682,0.001
193,193,0.2552061975002289,0.06598992645740509,0.5051793456077576,0.2568850517272949,0.001
194,194,0.2551676630973816,0.06599436700344086,0.5051412582397461,0.25689369440078735,0.001
195,195,0.2551295757293701,0.06599891185760498,0.5051035284996033,0.2569025456905365,0.001
196,196,0.25509190559387207,0.06600236892700195,0.5050662159919739,0.25690925121307373,0.001
197,197,0.25505492091178894,0.0660073384642601,0.5050296187400818,0.25691893696784973,0.001
198,198,0.2550191879272461,0.06601125746965408,0.50499427318573,0.256926566362381,0.001
199,199,0.25498464703559875,0.06601401418447495,0.5049600601196289,0.25693193078041077,0.001
200,200,0.25495052337646484,0.06601458042860031,0.5049262642860413,0.2569330334663391,0.001
201,201,0.2549166679382324,0.06601232290267944,0.5048927068710327,0.25692862272262573,0.001
202,202,0.2548830807209015,0.06601057946681976,0.504859447479248,0.2569252550601959,0.001
203,203,0.25484997034072876,0.06600841879844666,0.5048266649246216,0.25692102313041687,0.001
204,204,0.25481724739074707,0.06600683927536011,0.5047942399978638,0.25691795349121094,0.001
205,205,0.2547847628593445,0.06600599735975266,0.5047621130943298,0.2569163143634796,0.001
206,206,0.25475260615348816,0.06600811332464218,0.504730224609375,0.2569204270839691,0.001
207,207,0.25472065806388855,0.06601037830114365,0.5046985745429993,0.2569248378276825,0.001
208,208,0.2546890676021576,0.0660114660859108,0.5046672821044922,0.256926953792572,0.001
209,209,0.2546578645706177,0.06601116061210632,0.5046363472938538,0.25692635774612427,0.001
210,210,0.2546268105506897,0.0660085454583168,0.5046055912971497,0.25692129135131836,0.001
211,211,0.25459611415863037,0.06600908935070038,0.5045751929283142,0.25692233443260193,0.001
212,212,0.2545654773712158,0.06601013243198395,0.5045447945594788,0.2569243609905243,0.001
213,213,0.2545353174209595,0.06601172685623169,0.5045149326324463,0.2569274604320526,0.001
214,214,0.2545055150985718,0.06601439416408539,0.5044853687286377,0.25693267583847046,0.001
215,215,0.25447583198547363,0.0660180002450943,0.5044559836387634,0.25693967938423157,0.001
216,216,0.25444644689559937,0.06602221727371216,0.5044268369674683,0.2569478750228882,0.001
217,217,0.25441721081733704,0.06602685898542404,0.5043978691101074,0.25695693492889404,0.001
218,218,0.25438830256462097,0.06603038311004639,0.5043691992759705,0.2569637894630432,0.001
219,219,0.2543596625328064,0.06603246182203293,0.5043408274650574,0.25696781277656555,0.001
220,220,0.2543312609195709,0.06603508442640305,0.5043126344680786,0.25697293877601624,0.001
221,221,0.2543031871318817,0.06603731960058212,0.5042847990989685,0.25697726011276245,0.001
222,222,0.2542756497859955,0.06603947281837463,0.5042575001716614,0.2569814622402191,0.001
223,223,0.2542482614517212,0.06604189425706863,0.5042303800582886,0.25698617100715637,0.001
224,224,0.25422099232673645,0.06604472547769547,0.5042033195495605,0.2569916844367981,0.001
225,225,0.25419384241104126,0.06604667752981186,0.5041763782501221,0.25699546933174133,0.001
226,226,0.2541669011116028,0.06605158001184464,0.5041496753692627,0.2570050060749054,0.001
227,227,0.25414028763771057,0.06605952978134155,0.5041232705116272,0.2570204734802246,0.001
228,228,0.2541140913963318,0.06606883555650711,0.5040972828865051,0.25703859329223633,0.001
229,229,0.25408825278282166,0.06607889384031296,0.5040716528892517,0.25705814361572266,0.001
230,230,0.2540624737739563,0.0660882517695427,0.5040460824966431,0.25707635283470154,0.001
231,231,0.25403687357902527,0.06609698385000229,0.5040206909179688,0.2570933401584625,0.001
232,232,0.2540115416049957,0.06610022485256195,0.5039955973625183,0.25709962844848633,0.001
233,233,0.2539865970611572,0.06609921902418137,0.5039708018302917,0.25709769129753113,0.001
234,234,0.25396212935447693,0.06610055267810822,0.5039465427398682,0.25710028409957886,0.001
235,235,0.2539374828338623,0.06610052287578583,0.5039221048355103,0.2571002244949341,0.001
236,236,0.25391340255737305,0.06609751284122467,0.5038982033729553,0.2570943534374237,0.001
237,237,0.253889262676239,0.06609165668487549,0.5038742423057556,0.2570829689502716,0.001
238,238,0.25386515259742737,0.06608814746141434,0.5038503408432007,0.2570761442184448,0.001
239,239,0.2538415193557739,0.06608893722295761,0.5038268566131592,0.257077693939209,0.001
240,240,0.2538180351257324,0.06609199196100235,0.503803551197052,0.25708362460136414,0.001
241,241,0.2537946105003357,0.06609213352203369,0.5037803053855896,0.2570838928222656,0.001
242,242,0.2537614107131958,0.06609049439430237,0.5037473440170288,0.25708070397377014,0.001
243,243,0.2537246346473694,0.06609093397855759,0.5037108659744263,0.2570815682411194,0.001
244,244,0.25368812680244446,0.0660926103591919,0.5036746263504028,0.25708481669425964,0.001
245,245,0.25365549325942993,0.06609676033258438,0.503642201423645,0.2570928931236267,0.001
246,246,0.2536281943321228,0.06610126048326492,0.503615140914917,0.2571016550064087,0.001
247,247,0.25360211730003357,0.06610257923603058,0.5035892128944397,0.25710421800613403,0.001
248,248,0.2535761892795563,0.0661013051867485,0.5035634636878967,0.25710174441337585,0.001
249,249,0.2535493075847626,0.06610092520713806,0.5035368204116821,0.25710099935531616,0.001
250,250,0.2535216510295868,0.06610211730003357,0.5035093426704407,0.2571033239364624,0.001
251,251,0.25349244475364685,0.06610406190156937,0.5034803152084351,0.25710710883140564,0.001
252,252,0.2534628212451935,0.06610386818647385,0.5034509301185608,0.2571067214012146,0.001
253,253,0.2534324526786804,0.06610184162855148,0.5034207701683044,0.2571027874946594,0.001
254,254,0.2534011900424957,0.06609919667243958,0.5033897161483765,0.25709763169288635,0.001
255,255,0.2533706724643707,0.06610047072172165,0.5033593773841858,0.25710010528564453,0.001
256,256,0.2533404231071472,0.06610455363988876,0.503329336643219,0.25710806250572205,0.001
257,257,0.25330981612205505,0.06611078977584839,0.5032989382743835,0.25712019205093384,0.001
258,258,0.25327906012535095,0.06611794978380203,0.5032683610916138,0.2571341097354889,0.001
259,259,0.25324830412864685,0.06612502783536911,0.5032378435134888,0.257147878408432,0.001
260,260,0.2532173693180084,0.06613139063119888,0.5032070875167847,0.2571602463722229,0.001
261,261,0.2531867027282715,0.06610922515392303,0.5031766295433044,0.2571171522140503,0.001
262,262,0.25316184759140015,0.06599221378564835,0.5031518936157227,0.2568894922733307,0.001
263,263,0.2531324028968811,0.06589148938655853,0.5031226277351379,0.25669336318969727,0.001
264,264,0.2531023919582367,0.06582312285900116,0.5030928254127502,0.25656017661094666,0.001
265,265,0.2530726492404938,0.06576523929834366,0.5030632615089417,0.25644734501838684,0.001
266,266,0.25304368138313293,0.06571925431489944,0.5030344724655151,0.25635766983032227,0.001
267,267,0.25301477313041687,0.06568669527769089,0.5030057430267334,0.2562941610813141,0.001
268,268,0.25298574566841125,0.0656687542796135,0.5029768943786621,0.25625914335250854,0.001
269,269,0.2529563307762146,0.06566544622182846,0.5029476284980774,0.2562527060508728,0.001
270,270,0.2529267966747284,0.06567659974098206,0.5029183030128479,0.2562744617462158,0.001
271,271,0.252897173166275,0.06569984555244446,0.5028887987136841,0.2563198208808899,0.001
272,272,0.2528674900531769,0.06576371192932129,0.5028592944145203,0.25644436478614807,0.001
273,273,0.25283852219581604,0.06584378331899643,0.5028305053710938,0.25660043954849243,0.001
274,274,0.2528092861175537,0.06592961400747299,0.5028014183044434,0.2567676305770874,0.001
275,275,0.25278007984161377,0.06597667187452316,0.5027723908424377,0.2568592429161072,0.001
276,276,0.25275105237960815,0.06597276777029037,0.5027435421943665,0.2568516433238983,0.001
277,277,0.2527221143245697,0.06596317142248154,0.5027147531509399,0.25683295726776123,0.001
278,278,0.2526934742927551,0.06595145165920258,0.5026862621307373,0.25681015849113464,0.001
279,279,0.25266456604003906,0.06594068557024002,0.5026575326919556,0.2567891776561737,0.001
280,280,0.2526358366012573,0.06589076668024063,0.5026289224624634,0.25669196248054504,0.001
281,281,0.2526072561740875,0.06585301458835602,0.5026004910469055,0.2566184103488922,0.001
282,282,0.25257858633995056,0.06583170592784882,0.5025720000267029,0.25657689571380615,0.001
283,283,0.2525498867034912,0.0658271461725235,0.5025433897972107,0.2565680146217346,0.001
284,284,0.2525213360786438,0.06579684466123581,0.5025150179862976,0.2565089464187622,0.001
285,285,0.25249314308166504,0.06578800082206726,0.5024869441986084,0.2564917206764221,0.001
286,286,0.2524651885032654,0.06579651683568954,0.5024591684341431,0.25650832056999207,0.001
287,287,0.2524370551109314,0.06582135707139969,0.5024311542510986,0.2565567195415497,0.001
288,288,0.25240907073020935,0.06585713475942612,0.5024033188819885,0.2566264569759369,0.001
289,289,0.25238099694252014,0.06589655578136444,0.5023753643035889,0.25670325756073,0.001
290,290,0.2523528039455414,0.06593234837055206,0.5023472905158997,0.2567729651927948,0.001
291,291,0.25232475996017456,0.0659264475107193,0.5023193955421448,0.25676146149635315,0.001
292,292,0.2522967457771301,0.065884068608284,0.5022915005683899,0.25667890906333923,0.001
293,293,0.25226864218711853,0.0658159926533699,0.5022635459899902,0.256546288728714,0.001
294,294,0.25224027037620544,0.06573878228664398,0.5022352933883667,0.25639575719833374,0.001
295,295,0.2522120177745819,0.06566982716321945,0.5022071599960327,0.25626125931739807,0.001
296,296,0.2521834969520569,0.06562308222055435,0.5021787285804749,0.25617003440856934,0.001
297,297,0.25215500593185425,0.06560622900724411,0.5021503567695618,0.2561371326446533,0.001
298,298,0.25212669372558594,0.0656241700053215,0.502122163772583,0.25617215037345886,0.001
299,299,0.2520979642868042,0.06567124277353287,0.5020935535430908,0.25626400113105774,0.001
300,300,0.25206896662712097,0.06573440134525299,0.5020647048950195,0.25638720393180847,0.001
301,301,0.2520396113395691,0.06579926609992981,0.5020354390144348,0.25651368498802185,0.001
302,302,0.25200989842414856,0.06585246324539185,0.5020058751106262,0.25661733746528625,0.001
303,303,0.25197988748550415,0.06588459759950638,0.501975953578949,0.2566799521446228,0.001
304,304,0.25194960832595825,0.06589406728744507,0.5019457936286926,0.2566983997821808,0.001
305,305,0.2519187927246094,0.06588248908519745,0.5019150972366333,0.2566758394241333,0.001
306,306,0.2518876791000366,0.06585502624511719,0.5018841028213501,0.2566223442554474,0.001
307,307,0.2518560290336609,0.0658215880393982,0.5018525719642639,0.2565571963787079,0.001
308,308,0.25182393193244934,0.06579188257455826,0.5018206238746643,0.2564992904663086,0.001
309,309,0.2517915368080139,0.06577762216329575,0.501788318157196,0.2564714848995209,0.001
310,310,0.25175827741622925,0.06570383906364441,0.5017551779747009,0.2563275992870331,0.001
311,311,0.2517247498035431,0.06559538841247559,0.5017217993736267,0.25611597299575806,0.001
312,312,0.25169050693511963,0.06548319011926651,0.5016876459121704,0.25589683651924133,0.001
313,313,0.2516558766365051,0.06539792567491531,0.5016531348228455,0.25573018193244934,0.001
314,314,0.2516201436519623,0.0653592124581337,0.5016175508499146,0.2556544840335846,0.001
315,315,0.2515837848186493,0.06537560373544693,0.5015813112258911,0.25568652153015137,0.001
316,316,0.2515467703342438,0.06543787568807602,0.5015443563461304,0.2558082938194275,0.001
