rmse_disp_train,rmse_disp_test,rmse_force_train,rmse_force_test,mae_disp_train,mae_disp_test,mae_force_train,mae_force_test,r2_disp_test,r2_force_test
0.1525839575244081,0.036094271651519856,0.0032041460807072614,0.000909540941346871,0.09996183801039832,0.03202672774935732,0.0022484968600481403,0.000848918899209163,-3.669660759498064,-6.760353192417337
