Kind,Data role,Output,Unit,Samples,RMSE,MAE,MaxAbsError,NRMSE_percent,R2,Fit_percent
one_step_training,Training,Displacement,mm,24005,0.0021080561285119668,0.0009166427009265521,0.016690164804458618,0.018755115231532928,0.9999980947446246,99.86196901162046
one_step_training,Training,Lorentz force,N,24005,0.00024812178603057414,0.0001017538114711403,0.0041899532079696655,0.10764128723435942,0.999861800888307,98.82441881738035
one_step_validation,Validation,Displacement,mm,12000,0.0021662948620088545,0.0009091091368557802,0.01726117730140686,0.025115297901754447,0.9999980386562842,99.85995201837382
one_step_validation,Validation,Lorentz force,N,12000,0.00022240472017576139,9.618057130416361e-05,0.0017421320080757141,0.12062301382144261,0.9998899018454417,98.95072332267259
one_step_internal_test,Internal test,Displacement,mm,11001,0.0021071214064734734,0.0009176515273763225,0.010271728038787842,0.02881730574439538,0.9999981512200725,99.86403015306884
one_step_internal_test,Internal test,Lorentz force,N,11001,0.00021624044764927697,9.329852811980493e-05,0.0017365366220474243,0.12071098076783288,0.9999012282075045,99.0061600103864
one_step_pure_test,Pure test,Displacement,mm,11805,0.0005184102836160786,0.00032864120486336413,0.0055133961177489255,0.007600097722610169,0.9999997584743064,99.95085473638859
one_step_pure_test,Pure test,Lorentz force,N,11805,0.0003468127863155247,0.00020182356599307883,0.0059989988803863525,0.17564478883689003,0.9998962798154012,98.9815689291913
