Epoch,TrainingLoss,ValidationLoss
1,0.4787164511559885,0.9155400967598931
2,0.3309055366848089,0.9079761665658831
3,0.32685368319478214,0.8707959453992468
4,0.2394929493341265,0.17356508839778448
5,0.07630345263058626,0.06274342500546481
6,0.05204371306337888,0.031045011419337243
7,0.03878511299815359,0.022685392534185667
8,0.034827034590365014,0.022427473736267228
9,0.029032370594294764,0.017200187236691516
10,0.030021772460564027,0.016186885559970204
11,0.030698874199032028,0.015366614713760404
12,0.02635522006386066,0.013790115379379131
13,0.026714159281853632,0.013081116888012426
14,0.025150691335902937,0.01627319362887647
15,0.022802789766294292,0.015832364219628896
16,0.02157035282565446,0.012796421981571863
17,0.025400849684035477,0.013483611095580272
18,0.022338719732021985,0.015013119892197816
19,0.020537287291563764,0.011796327499420537
20,0.021047943578207794,0.014548680895435004
