Epoch,TrainingLoss,ValidationLoss
1,0.4803535155480421,0.9171443562493854
2,0.3381108843450305,0.909379231442775
3,0.33571517278876484,0.885122518571734
4,0.3181930799272996,0.4926543184701586
5,0.11734539364712147,0.11864199983635142
6,0.07185125317943247,0.05604696777057446
7,0.052171777580169186,0.03724333996312149
8,0.043279459652832794,0.04293714129986862
9,0.03912086223688307,0.036201107500043385
10,0.03652032160589212,0.027149852833341964
11,0.037396760940363136,0.02392168315903594
12,0.032437371703076964,0.022150266231619753
13,0.034835133300740506,0.025268625303093966
14,0.03376516296610802,0.02232827061137262
15,0.031148971046639395,0.022954978644217288
16,0.028241889704537542,0.018682862229373615
17,0.03270661437153062,0.020846638130024076
18,0.029186423490696316,0.018961083558679093
19,0.027966656498139418,0.018004772554074105
20,0.027410043497817425,0.017253444452459615
