rmse_disp_train,rmse_disp_val,rmse_disp_test,mae_disp_test,nrmse_disp_test,r2_disp_test,rmse_force_train,rmse_force_val,rmse_force_test,mae_force_test,nrmse_force_test,r2_force_test
0.7871317529954905,0.9419478878836415,0.9571439736943793,0.6448522699725292,28.740464562431534,-0.022489564814091922,0.0064843498824773485,0.00812520037191112,0.007880203466090217,0.005625003523761419,29.014431236432856,-0.03448768588964213
