feature_count,newest_feature,retained_features,data_role,output,mean_RMSE_across_records,worst_RMSE_across_records,mean_fit_percent_across_records,worst_fit_percent_across_records,trainable_parameters
8,previous_displacement,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator | previous_displacement,one_step_training,Displacement,0.0006382792177018015,0.004329079762585055,99.87112202213622,99.1030748589461,31553
8,previous_displacement,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator | previous_displacement,one_step_training,Lorentz force,0.0003196321454638411,0.0009884227647230345,97.74243346150942,95.0899842458551,31553
8,previous_displacement,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator | previous_displacement,one_step_validation,Displacement,0.000523405534166305,0.004471017665238438,99.74709827470004,99.13171559374133,31553
8,previous_displacement,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator | previous_displacement,one_step_validation,Lorentz force,0.00024152559049747674,0.0009655486017492009,97.71046257281927,92.85671629397896,31553
8,previous_displacement,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator | previous_displacement,one_step_internal_test,Displacement,0.0004992931134004129,0.004322366413821685,99.72406695677593,99.09877475785638,31553
8,previous_displacement,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator | previous_displacement,one_step_internal_test,Lorentz force,0.000225023908551763,0.000965952614369417,98.34973293669488,97.17659826825839,31553
8,previous_displacement,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator | previous_displacement,one_step_pure_test,Displacement,0.000303811551145067,0.0005600898592583529,99.85392540246141,99.58228951320397,31553
8,previous_displacement,current | current_change | current_dc_estimate | mass_ratio | inverse_mass_ratio | elapsed_time | startup_indicator | previous_displacement,one_step_pure_test,Lorentz force,0.00027807350632392364,0.0006659663933648702,96.85003661923356,95.86725271415855,31553
