Epoch,TrainingLoss,ValidationLoss
1,0.4699166336014301,0.9124548001018411
2,0.33392194328428826,0.9018658998247702
3,0.330419691114486,0.871383332972376
4,0.27009445664626136,0.21114528159766147
5,0.08935585363379007,0.09183362259257895
6,0.0609438250996644,0.04601569488174088
7,0.04601057055347328,0.03219065109078656
8,0.03887734187271776,0.026402180665172637
9,0.03262715607504301,0.02288056542844667
10,0.03274227841462515,0.02105458252723717
11,0.03429916597714153,0.02369085456302855
12,0.029908021169278442,0.01720546754343862
13,0.03341581339983246,0.021805850525803788
14,0.031234559980280036,0.021326422419709463
15,0.027645697628584088,0.01818719776686824
16,0.026426647931243046,0.01748574006705894
17,0.030379690418515026,0.01606312628427986
18,0.02664457992473735,0.01606377696649967
19,0.025532910494204565,0.016935776182435802
20,0.026252021447201318,0.018134813117891706
