Epoch,TrainingLoss,ValidationLoss
1,0.4871831730573992,0.9229424105433282
2,0.3424697982359536,0.9251659108752696
3,0.3451188893257817,0.923077641389682
4,0.35233257975004895,0.9213788959605154
5,0.3312637125012241,0.9214453971896243
6,0.3272780194595645,0.920952892464508
7,0.3356517340186276,0.9204728324378569
8,0.32886991649866104,0.9199562981217847
9,0.31766175195763385,0.9192644953182025
10,0.3072274023596245,0.9185684988187859
11,0.3324764817009998,0.917593085394401
12,0.33563616758660425,0.9174179588323265
13,0.30085543477082555,0.9166550459121936
14,0.2841658092375043,0.9166808227910224
15,0.30857788675900877,0.9172064680145317
16,0.30733310780193235,0.9159213029828001
17,0.3222606231140185,0.915954295572495
18,0.31197565737404404,0.9153451945943137
19,0.31954743948918357,0.9151648381684936
20,0.31271305567101587,0.9157861155666372
