Time_s,Current_A,TrueDisplacement_mm,PredictedDisplacement_mm,DisplacementError_mm,TrueCoilForce_N,PredictedCoilForce_N,CoilForceError_N,IsTrainingSample,IsTestingSample
0.2128,0.2,4.38120198372171,4.408648,-0.02744651,0.028151,0.02768509,0.000465911,1,0
0.2136,0.2,4.38499226631628,4.410333,-0.02534089,0.028073,0.02764811,0.0004248882,1,0
0.2144,0.2,4.38915388156554,4.412422,-0.0232683,0.027986,0.02760306,0.00038294,1,0
0.2152,0.2,4.39366174510282,4.414897,-0.02123522,0.027893,0.02755029,0.0003427069,1,0
0.216,0.2,4.39849004900213,4.417737,-0.01924696,0.027794,0.02749018,0.0003038163,1,0
0.2168,0.2,4.40361238900442,4.420923,-0.01731037,0.027688,0.02742312,0.0002648827,1,0
0.2176,0.2,4.40900189066157,4.424433,-0.01543086,0.027578,0.02734949,0.0002285056,1,0
0.2184,0.2,4.41463133373044,4.428246,-0.01361469,0.027463,0.02726972,0.0001932827,1,0
0.2192,0.2,4.42047327419088,4.432341,-0.01186735,0.027344,0.02718421,0.0001597949,1,0
0.22,0.2,4.42650016330801,4.436347,-0.009846368,0.027221,0.02709699,0.0001240058,1,0
0.2208,0.2,4.43268446320818,4.440091,-0.007406193,0.027096,0.02701007,8.592984e-05,1,0
0.2216,0.2,4.43899875848989,4.443973,-0.004973829,0.026968,0.0269195,4.850468e-05,1,0
0.2224,0.2,4.44541586344494,4.447975,-0.002559295,0.026839,0.02682565,1.334661e-05,1,0
0.2232,0.2,4.45190892451941,4.452081,-0.0001718021,0.026709,0.02672893,-1.993181e-05,1,0
0.224,0.2,4.45845151769883,4.456273,0.002178916,0.026578,0.02662971,-5.171429e-05,1,0
0.2248,0.2,4.46501774055556,4.460534,0.004484122,0.026448,0.02652839,-8.03864e-05,1,0
0.2256,0.2,4.47158229874881,4.464848,0.006734734,0.026317,0.02642533,-0.0001083281,1,0
0.2264,0.2,4.47812058681796,4.469198,0.00892236,0.026188,0.02632092,-0.0001329231,1,0
0.2272,0.2,4.4846087631573,4.473598,0.01101028,0.02606,0.026219,-0.0001589973,1,0
0.228,0.2,4.49102381910438,4.47805,0.01297359,0.025934,0.0261221,-0.0001880951,1,0
0.2288,0.2,4.49734364211529,4.482495,0.01484881,0.025811,0.0260253,-0.0002142971,1,0
0.2296,0.2,4.50354707303692,4.486917,0.01663005,0.02569,0.02592892,-0.000238922,1,0
0.2304,0.2,4.50961395751924,4.491303,0.01831099,0.025572,0.02583329,-0.0002612882,1,0
0.2312,0.2,4.51552519164011,4.495637,0.01988778,0.025457,0.0257387,-0.0002817012,1,0
0.232,0.2,4.52126276184026,4.499908,0.02135479,0.025346,0.02564546,-0.0002994572,1,0
0.2328,0.2,4.52680977928733,4.504101,0.02270898,0.025239,0.02555385,-0.0003148486,1,0
0.2336,0.2,4.53215050880642,4.508204,0.02394653,0.025137,0.02546415,-0.0003271492,1,0
0.2344,0.2,4.53727039252893,4.512205,0.02506527,0.025038,0.02537663,-0.0003386291,1,0
0.2352,0.2,4.54215606842326,4.516093,0.02606281,0.024945,0.02529154,-0.0003465416,1,0
0.236,0.2,4.54679538388032,4.519858,0.0269375,0.024856,0.02520913,-0.0003531326,1,0
0.2368,0.2,4.55117740453332,4.523489,0.02768793,0.024773,0.02512963,-0.0003566293,1,0
0.2376,0.2,4.55529241849628,4.526978,0.02831488,0.024695,0.02505325,-0.0003582497,1,0
0.2384,0.2,4.55913193620873,4.530314,0.02881749,0.024622,0.02498019,-0.0003581949,1,0
0.2392,0.2,4.56268868607588,4.533492,0.02919707,0.024555,0.02491065,-0.000355653,1,0
0.24,0.2,4.56595660609441,4.536502,0.02945424,0.024493,0.0248448,-0.0003517955,1,0
0.2408,0.2,4.56893083165331,4.53934,0.02959129,0.024437,0.02478278,-0.0003457787,1,0
0.2416,0.2,4.57160767969903,4.541998,0.02960977,0.024386,0.02472474,-0.0003387424,1,0
0.2424,0.2,4.57398462945233,4.544472,0.02951241,0.024342,0.02467081,-0.0003288095,1,0
0.2432,0.2,4.57606029986301,4.546758,0.0293026,0.024303,0.02462109,-0.0003180862,1,0
0.244,0.2,4.57783442398658,4.548851,0.02898341,0.024269,0.02457566,-0.0003066619,1,0
0.2448,0.2,4.57930782046519,4.550749,0.028559,0.024242,0.02453461,-0.0002926092,1,0
0.2456,0.2,4.58048236229286,4.55245,0.02803266,0.024219,0.02449798,-0.0002789821,1,0
0.2464,0.2,4.58136094304337,4.553952,0.0274092,0.024203,0.02446581,-0.0002628142,1,0
0.2472,0.2,4.5819474407367,4.555254,0.02669346,0.024192,0.02443813,-0.0002461279,1,0
0.248,0.2,4.58224667951824,4.556356,0.02589025,0.024186,0.02441492,-0.0002289249,1,0
0.2488,0.2,4.58226438932274,4.55726,0.02500435,0.024186,0.02439619,-0.0002101904,1,0
0.2496,0.2,4.58200716369304,4.557966,0.02404093,0.024191,0.02438189,-0.0001908928,1,0
0.2504,0.2,4.58148241592158,4.558476,0.02300597,0.024201,0.02437198,-0.0001709816,1,0
0.2512,0.2,4.58069833368063,4.558794,0.02190479,0.024215,0.0243664,-0.0001513956,1,0
0.252,0.2,4.5796638323052,4.558921,0.02074297,0.024235,0.02436505,-0.0001300526,1,0
0.2528,0.2,4.57838850689054,4.558862,0.0195263,0.024259,0.02436786,-0.0001088596,1,0
0.2536,0.2,4.57688258336381,4.558622,0.01826022,0.024287,0.02437471,-8.770667e-05,1,0
0.2544,0.2,4.57515686868789,4.558206,0.01695126,0.02432,0.02438547,-6.547463e-05,1,0
0.2552,0.2,4.57322270035244,4.557618,0.01560456,0.024356,0.02440003,-4.40256e-05,1,0
0.256,0.2,4.57109189530612,4.556866,0.01422573,0.024396,0.02441822,-2.22162e-05,1,0
0.2568,0.2,4.56877669848081,4.555955,0.01282129,0.02444,0.02443989,1.137876e-07,1,0
0.2576,0.2,4.5662897310573,4.554893,0.01139624,0.024487,0.02446487,2.213013e-05,1,0
0.2584,0.2,4.56364393861932,4.553688,0.009956366,0.024537,0.02449299,4.400978e-05,1,0
0.2592,0.2,4.56085253934122,4.552345,0.008507264,0.024589,0.02452406,6.493713e-05,1,0
0.26,0.2,4.55792897235178,4.550875,0.007054262,0.024645,0.0245579,8.710218e-05,1,0
0.2608,0.2,4.55488684641582,4.549284,0.005602388,0.024703,0.0245943,0.0001087024,1,0
0.2616,0.2,4.55173988907196,4.547583,0.004157263,0.024762,0.02463306,0.0001289407,1,0
0.2624,0.2,4.54850189636383,4.545778,0.002723622,0.024824,0.02467398,0.000150024,1,0
0.2632,0.2,4.54518668329985,4.54388,0.001306221,0.024887,0.02471684,0.0001701608,1,0
0.264,0.2,4.54180803517416,4.541898,-9.021541e-05,0.024952,0.02476144,0.0001905616,1,0
0.2648,0.2,4.53837965987985,4.539841,-0.001461038,0.025017,0.02480756,0.0002094388,1,0
0.2656,0.2,4.53491514134281,4.537717,-0.002801724,0.025084,0.024855,0.0002290047,1,0
0.2664,0.2,4.53142789420247,4.535537,-0.004108872,0.025151,0.02490353,0.0002474698,1,0
0.2672,0.2,4.52793111986244,4.533309,-0.00537834,0.025218,0.02495295,0.0002650463,1,0
0.268,0.2,4.52443776403205,4.531044,-0.006606242,0.025285,0.02500306,0.0002819412,1,0
0.2688,0.2,4.52097456263393,4.528749,-0.007774903,0.025352,0.02505364,0.0002983554,1,0
0.2696,0.2,4.51755154274209,4.526435,-0.008883355,0.025418,0.02510451,0.0003134903,1,0
0.2704,0.2,4.51418000004232,4.52411,-0.00992984,0.025483,0.02515546,0.0003275414,1,0
0.2712,0.2,4.5108707596721,4.521782,-0.01091164,0.025547,0.0252063,0.0003406986,1,0
0.272,0.2,4.50763414857304,4.519461,-0.01182701,0.02561,0.02525686,0.0003531446,1,0
0.2728,0.2,4.50447997016611,4.517154,-0.01267425,0.025672,0.02530694,0.000365058,1,0
0.2736,0.2,4.50141748140754,4.51487,-0.01345269,0.025731,0.02535639,0.0003746086,1,0
0.2744,0.2,4.49845537227423,4.512616,-0.01416078,0.025789,0.02540504,0.0003839581,1,0
0.2752,0.2,4.49560174771955,4.5104,-0.01479807,0.025845,0.02545274,0.0003922632,1,0
0.276,0.2,4.49286411213055,4.508228,-0.01536419,0.025898,0.02549933,0.0003986692,1,0
0.2768,0.2,4.49024935630809,4.506108,-0.01585893,0.02595,0.02554468,0.0004053175,1,0
0.2776,0.2,4.48776374698172,4.504046,-0.01628222,0.025998,0.02558867,0.000409333,1,0
0.2784,0.2,4.48541291886035,4.502048,-0.01663462,0.026045,0.02563116,0.0004138405,1,0
0.2792,0.2,4.48320186920991,4.500118,-0.01691639,0.026088,0.02567205,0.0004159498,1,0
0.28,0.2,4.48113495493817,4.498264,-0.01712888,0.026129,0.02571124,0.0004177635,1,0
0.2808,0.2,4.47921589215627,4.496489,-0.01727268,0.026167,0.02574862,0.0004183783,1,0
0.2816,0.2,4.47744775817676,4.494797,-0.01734947,0.026202,0.02578413,0.0004178745,1,0
0.2824,0.2,4.47583299589613,4.493193,-0.01736015,0.026234,0.02581767,0.0004163301,1,0
0.2832,0.2,4.47437342050138,4.491681,-0.0173072,0.026262,0.02584919,0.0004128085,1,0
0.284,0.2,4.47307022842893,4.490262,-0.0171918,0.026288,0.02587863,0.0004093694,1,0
0.2848,0.2,4.47192400849579,4.48894,-0.01701575,0.026311,0.02590594,0.0004050574,1,0
0.2856,0.2,4.47093475511331,4.487717,-0.0167824,0.02633,0.02593109,0.0003989117,1,0
0.2864,0.2,4.4701018834862,4.486595,-0.01649279,0.026347,0.02595404,0.000392964,1,0
0.2872,0.2,4.46942424669104,4.485575,-0.01615048,0.02636,0.02597476,0.0003852364,1,0
0.288,0.2,4.46890015452228,4.484658,-0.01575761,0.026371,0.02599326,0.0003777385,1,0
0.2888,0.2,4.46852739398694,4.483845,-0.01531736,0.026378,0.02600952,0.0003684795,1,0
0.2896,0.2,4.468303251324,4.483135,-0.01483197,0.026383,0.02602355,0.0003594519,1,0
0.2904,0.2,4.46822453541975,4.482529,-0.01430463,0.026384,0.02603535,0.0003486483,1,0
0.2912,0.2,4.46828760248664,4.482027,-0.01373897,0.026383,0.02604495,0.000338052,1,0
0.292,0.2,4.46848838186998,4.481626,-0.01313717,0.026379,0.02605237,0.000326633,1,0
0.2928,0.2,4.46882240284534,4.481326,-0.01250322,0.026372,0.02605764,0.0003143636,1,0
0.2936,0.2,4.46928482226733,4.481125,-0.01184006,0.026363,0.0260608,0.0003022046,1,0
0.2944,0.2,4.46987045293093,4.481021,-0.01115047,0.026351,0.02606189,0.0002891112,1,0
0.2952,0.2,4.47057379250649,4.481012,-0.01043855,0.026338,0.02606097,0.0002770314,1,0
0.296,0.2,4.47138905291082,4.481096,-0.009707215,0.026321,0.02605809,0.000262911,1,0
0.2968,0.2,4.47231018997876,4.48127,-0.008959646,0.026303,0.02605331,0.0002496887,1,0
0.2976,0.2,4.47333093330238,4.481531,-0.008199733,0.026283,0.0260467,0.0002362974,1,0
0.2984,0.2,4.4744448161082,4.481874,-0.00742965,0.026261,0.02603833,0.00022267,1,0
0.2992,0.2,4.47564520504687,4.482298,-0.006653169,0.026237,0.02602827,0.0002087264,1,0
0.3,0.2,4.47692532977424,4.482799,-0.005873723,0.026212,0.02601661,0.000195394,0,1
0.3008,0.2,4.47827831220773,4.483372,-0.005093899,0.026185,0.02600341,0.0001815871,0,1
0.3016,0.2,4.47969719534764,4.484014,-0.004316839,0.026157,0.02598878,0.0001682219,0,1
0.3024,0.2,4.48117497155858,4.484721,-0.003545735,0.026128,0.02597279,0.000155209,0,1
0.3032,0.2,4.48270461021251,4.485487,-0.002782851,0.026098,0.02595554,0.0001424627,0,1
0.304,0.2,4.48427908460159,4.48631,-0.002031397,0.026067,0.02593711,0.000129888,0,1
0.3048,0.2,4.48589139803526,4.487185,-0.00129408,0.026035,0.02591761,0.0001173898,0,1
0.3056,0.2,4.48753460904325,4.488108,-0.0005730722,0.026003,0.02589712,0.0001058771,0,1
0.3064,0.2,4.48920185561265,4.489072,0.0001295328,0.02597,0.02587575,9.42528e-05,0,1
0.3072,0.2,4.49088637839464,4.490075,0.000811267,0.025937,0.02585358,8.341827e-05,0,1
0.308,0.2,4.49258154282305,4.491112,0.001469311,0.025904,0.02583072,7.327666e-05,0,1
0.3088,0.2,4.49428086009393,4.492178,0.002102897,0.025871,0.02580727,6.373294e-05,0,1
0.3096,0.2,4.4959780069622,4.493268,0.002709517,0.025837,0.02578331,5.368843e-05,0,1
0.3104,0.2,4.49766684431813,4.494379,0.003287801,0.025804,0.02575895,4.504996e-05,0,1
0.3112,0.2,4.49934143451264,4.495506,0.003835625,0.025772,0.02573428,3.771883e-05,0,1
0.312,0.2,4.50099605740728,4.496644,0.004352514,0.025739,0.0257094,2.960191e-05,0,1
0.3128,0.2,4.50262522513041,4.497788,0.004837273,0.025708,0.02568439,2.360978e-05,0,1
0.3136,0.2,4.50422369552705,4.498936,0.005287996,0.025677,0.02565935,1.764932e-05,0,1
0.3144,0.2,4.50578648429586,4.500082,0.005704468,0.025646,0.02563437,1.163112e-05,0,1
0.3152,0.2,4.50730887581164,4.501223,0.006085788,0.025617,0.02560953,7.471354e-06,0,1
0.316,0.2,4.50878643263706,4.502355,0.006431811,0.025588,0.02558492,3.084347e-06,0,1
0.3168,0.2,4.51021500373226,4.503473,0.006741722,0.02556,0.02556061,-6.099963e-07,0,1
0.3176,0.2,4.51159073137514,4.504575,0.007015479,0.025533,0.02553669,-3.69177e-06,0,1
0.3184,0.2,4.51291005680996,4.505657,0.007252861,0.025508,0.02551323,-5.231754e-06,0,1
0.3192,0.2,4.51416972464525,4.506716,0.007453473,0.025483,0.02549031,-7.306318e-06,0,1
0.32,0.2,4.51536678602613,4.507748,0.007618659,0.02546,0.02546798,-7.980653e-06,0,1
0.3208,0.2,4.51649860060955,4.508751,0.007747685,0.025438,0.02544632,-8.31809e-06,0,1
0.3216,0.2,4.51756283737371,4.509721,0.007841558,0.025418,0.02542538,-7.383821e-06,0,1
0.3224,0.2,4.51855747429647,4.510656,0.007901117,0.025398,0.02540523,-7.23e-06,0,1
0.3232,0.2,4.51948079693945,4.511554,0.007926555,0.025381,0.02538591,-4.910645e-06,0,1
0.324,0.2,4.52033139597748,4.512413,0.007918848,0.025364,0.02536747,-3.472321e-06,0,1
0.3248,0.2,4.52110816371499,4.513229,0.007878793,0.025349,0.02534996,-9.634564e-07,0,1
0.3256,0.2,4.52181028963281,4.514003,0.007807489,0.025336,0.02533342,2.580558e-06,0,1
0.3264,0.2,4.52243725501052,4.514731,0.007706325,0.025324,0.02531788,6.122469e-06,0,1
0.3272,0.2,4.52298882667114,4.515412,0.007576496,0.025313,0.02530337,9.630612e-06,0,1
0.328,0.2,4.52346504989625,4.516046,0.007419003,0.025304,0.02528992,1.407891e-05,0,1
0.3288,0.2,4.52386624056029,4.516631,0.007235591,0.025296,0.02527755,1.844687e-05,0,1
0.3296,0.2,4.52419297653438,4.517166,0.007027316,0.02529,0.02526629,2.371401e-05,0,1
0.3304,0.2,4.52444608841013,4.51765,0.006795961,0.025285,0.02525613,2.886729e-05,0,1
0.3312,0.2,4.52462664959486,4.518084,0.006543077,0.025281,0.0252471,3.390112e-05,0,1
0.332,0.2,4.52473596582986,4.518466,0.00626997,0.025279,0.02523919,3.980619e-05,0,1
0.3328,0.2,4.52477556418359,4.518797,0.005978643,0.025278,0.02523242,4.558435e-05,0,1
0.3336,0.2,4.524747181572,4.519077,0.005670357,0.025279,0.02522676,5.223748e-05,0,1
0.3344,0.2,4.52465275285767,4.519306,0.005347047,0.025281,0.02522222,5.877675e-05,0,1
0.3352,0.2,4.52449439858001,4.519485,0.005009878,0.025284,0.02521879,6.520774e-05,0,1
0.336,0.2,4.52427441236763,4.519613,0.004661623,0.025288,0.02521645,7.155094e-05,0,1
0.3368,0.2,4.52399524808419,4.519692,0.004302827,0.025294,0.02521518,7.882127e-05,0,1
0.3376,0.2,4.52365950675821,4.519724,0.003935615,0.0253,0.02521496,8.504293e-05,0,1
0.3384,0.2,4.52326992334677,4.519708,0.003561767,0.025308,0.02521576,9.224012e-05,0,1
0.3392,0.2,4.52282935338199,4.519647,0.003182709,0.025316,0.02521756,9.844267e-05,0,1
0.34,0.2,4.52234075954875,4.519541,0.002799973,0.025325,0.02522032,0.0001046804,0,1
0.3408,0.2,4.52180719824061,4.519392,0.002415185,0.025336,0.02522401,0.0001119886,0,1
0.3416,0.2,4.52123180614023,4.519201,0.002030527,0.025347,0.0252286,0.0001184028,0,1
0.3424,0.2,4.52061778686916,4.518971,0.001646344,0.025359,0.02523404,0.000124962,0,1
0.3432,0.2,4.51996839775055,4.518703,0.001264937,0.025371,0.02524029,0.0001307109,0,1
0.344,0.2,4.51928693672706,4.518399,0.0008876981,0.025384,0.02524731,0.0001366888,0,1
0.3448,0.2,4.51857672947496,4.518061,0.0005155684,0.025398,0.02525506,0.0001429402,0,1
0.3456,0.2,4.51784111675328,4.517692,0.0001495045,0.025412,0.02526348,0.0001485154,0,1
0.3464,0.2,4.51708344202599,4.517292,-0.0002081038,0.025427,0.02527254,0.0001544574,0,1
0.3472,0.2,4.51630703939282,4.516864,-0.0005572604,0.025442,0.02528218,0.0001598182,0,1
0.348,0.2,4.51551522186304,4.516411,-0.0008960826,0.025457,0.02529235,0.0001646482,0,1
0.3488,0.2,4.51471127000429,4.515935,-0.001224151,0.025473,0.02530301,0.0001699938,0,1
0.3496,0.2,4.51389842099682,4.515439,-0.001540136,0.025489,0.02531409,0.0001749074,0,1
0.3504,0.2,4.51307985812156,4.514923,-0.001843238,0.025505,0.02532556,0.0001794428,0,1
0.3512,0.2,4.51225870070825,4.514391,-0.002132245,0.02552,0.02533735,0.0001826466,0,1
0.352,0.2,4.51143799456777,4.513845,-0.002407449,0.025536,0.02534943,0.0001865748,0,1
0.3528,0.2,4.51062070293088,4.513288,-0.002667318,0.025552,0.02536173,0.0001902721,0,1
0.3536,0.2,4.50980969791317,4.512721,-0.002911364,0.025568,0.02537421,0.0001937942,0,1
0.3544,0.2,4.50900775252378,4.512147,-0.003139197,0.025584,0.02538681,0.0001971878,0,1
0.3552,0.2,4.50821753323357,4.511568,-0.003350536,0.025599,0.0253995,0.0001995014,0,1
0.356,0.2,4.50744159311558,4.510987,-0.003545212,0.025614,0.02541222,0.0002017832,0,1
0.3568,0.2,4.50668236556891,4.510405,-0.003722698,0.025629,0.02542492,0.00020408,0,1
0.3576,0.2,4.50594215863449,4.509824,-0.003882117,0.025643,0.02543756,0.0002054382,0,1
0.3584,0.2,4.50522314990908,4.509248,-0.00402463,0.025657,0.0254501,0.0002068989,0,1
0.3592,0.2,4.50452738206155,4.508677,-0.004149147,0.025671,0.02546249,0.0002085067,0,1
0.36,0.2,4.50385675895319,4.508112,-0.004255672,0.025684,0.0254747,0.0002092989,0,1
0.3608,0.2,4.50321304236171,4.507558,-0.004345303,0.025696,0.02548668,0.0002093184,0,1
0.3616,0.2,4.50259784930615,4.507015,-0.004416902,0.025708,0.0254984,0.0002096005,0,1
0.3624,0.2,4.50201264996809,4.506485,-0.004471858,0.02572,0.02550982,0.0002101825,0,1
0.3632,0.2,4.50145876620212,4.505968,-0.004509327,0.02573,0.02552091,0.0002090923,0,1
0.364,0.2,4.50093737062689,4.505467,-0.004530044,0.025741,0.02553163,0.0002093672,0,1
0.3648,0.2,4.5004494862856,4.504984,-0.004534893,0.02575,0.02554197,0.0002080314,0,1
0.3656,0.2,4.49999598686334,4.504519,-0.004523476,0.025759,0.02555189,0.0002071128,0,1
0.3664,0.2,4.49957759744675,4.504074,-0.004496499,0.025767,0.02556136,0.0002056375,0,1
0.3672,0.2,4.49919489580947,4.50365,-0.004454816,0.025775,0.02557037,0.0002046279,0,1
0.368,0.2,4.49884831420579,4.503247,-0.00439847,0.025781,0.0255789,0.0002021007,0,1
0.3688,0.2,4.49853814165277,4.502867,-0.004328603,0.025787,0.02558692,0.0002000783,0,1
0.3696,0.2,4.49826452668023,4.50251,-0.004245544,0.025793,0.02559443,0.0001985737,0,1
0.3704,0.2,4.49802748052628,4.502177,-0.004149758,0.025797,0.0256014,0.0001955999,0,1
0.3712,0.2,4.49782688075521,4.50187,-0.004042798,0.025801,0.02560783,0.0001931682,0,1
0.372,0.2,4.49766247527325,4.501586,-0.003923962,0.025805,0.02561371,0.0001912897,0,1
0.3728,0.2,4.49753388671695,4.501329,-0.003795535,0.025807,0.02561903,0.0001879681,0,1
0.3736,0.2,4.49744061718801,4.501098,-0.003657062,0.025809,0.02562379,0.0001852091,0,1
0.3744,0.2,4.49738205330778,4.500892,-0.003509632,0.02581,0.02562798,0.0001820163,0,1
0.3752,0.2,4.49735747156387,4.500712,-0.003354446,0.025811,0.02563161,0.000179386,0,1
0.376,0.2,4.49736604392146,4.500558,-0.003192332,0.02581,0.02563468,0.0001753219,0,1
0.3768,0.2,4.49740684367064,4.50043,-0.003023264,0.02581,0.02563718,0.0001728167,0,1
0.3776,0.2,4.49747885148188,4.500328,-0.002848736,0.025808,0.02563913,0.0001688665,0,1
0.3784,0.2,4.49758096164119,4.500251,-0.002669855,0.025806,0.02564054,0.0001654639,0,1
0.3792,0.2,4.49771198843646,4.500199,-0.002486853,0.025804,0.0256414,0.0001625978,0,1
0.38,0.2,4.49787067266716,4.500171,-0.002300512,0.0258,0.02564174,0.0001582606,0,1
0.3808,0.2,4.49805568824919,4.500167,-0.002111682,0.025797,0.02564156,0.0001554357,0,1
0.3816,0.2,4.49826564888778,4.500187,-0.001921748,0.025793,0.02564088,0.0001521156,0,1
0.3824,0.2,4.49849911479121,4.500229,-0.001730244,0.025788,0.02563972,0.0001482779,0,1
0.3832,0.2,4.49875459939918,4.500294,-0.001539132,0.025783,0.02563809,0.0001449114,0,1
0.384,0.2,4.49903057610001,4.50038,-0.001348986,0.025778,0.025636,0.0001419976,0,1
0.3848,0.2,4.49932548491179,4.500485,-0.001159935,0.025772,0.02563349,0.000138514,0,1
0.3856,0.2,4.49963773910357,4.50061,-0.0009726125,0.025766,0.02563055,0.0001354458,0,1
0.3864,0.2,4.4999657317332,4.500754,-0.0007886246,0.02576,0.02562723,0.0001327669,0,1
0.3872,0.2,4.50030784207994,4.500916,-0.0006076852,0.025753,0.02562354,0.0001294605,0,1
0.388,0.2,4.50066244195051,4.501093,-0.0004309457,0.025746,0.0256195,0.0001265006,0,1
0.3888,0.2,4.50102790183879,4.501287,-0.0002586048,0.025739,0.02561514,0.0001238648,0,1
0.3896,0.2,4.50140259692017,4.501494,-9.13339e-05,0.025732,0.02561047,0.0001215307,0,1
0.3904,0.2,4.50178491286304,4.501714,7.068328e-05,0.025724,0.02560553,0.0001184723,0,1
0.3912,0.2,4.50217325144072,4.501947,0.0002263253,0.025717,0.02560033,0.0001166654,0,1
0.392,0.2,4.50256603592906,4.502191,0.000375446,0.025709,0.02559491,0.0001140875,0,1
0.3928,0.2,4.50296171627537,4.502444,0.000517449,0.025701,0.02558929,0.0001117109,0,1
0.3936,0.2,4.50335877402621,4.502707,0.0006522463,0.025693,0.02558349,0.000109513,0,1
0.3944,0.2,4.50375572700269,4.502976,0.0007797863,0.025686,0.02557753,0.000108466,0,1
0.3952,0.2,4.5041511337133,4.503252,0.0008991043,0.025678,0.02557145,0.0001065475,0,1
0.396,0.2,4.50454359749516,4.503533,0.001010234,0.02567,0.02556527,0.0001047297,0,1
0.3968,0.2,4.50493177037664,4.503819,0.001113258,0.025663,0.02555901,0.0001039919,0,1
0.3976,0.2,4.50531435665468,4.504107,0.001207358,0.025655,0.02555269,0.0001023062,0,1
0.3984,0.2,4.50569011618209,4.504397,0.001293201,0.025648,0.02554635,0.0001016523,0,1
0.3992,0.2,4.506057867361,4.504688,0.001370081,0.025641,0.02554,0.0001010039,0,1
0.4,0.2,4.50641648983976,4.504979,0.001437833,0.025634,0.02553366,0.0001003388,0,1
