segment,disp_rmse_mm,force_rmse_N,disp_fit_percent,force_fit_percent,total_fit_percent,n_test_windows
Chirp_1_block00_test,0.012806911021471024,0.0009436053223907948,74.51825714111328,96.0285415649414,76.90036010742188,255
Chirp_1_block01_test,0.0093584218993783,0.0008564406307414174,35.23810958862305,96.43558502197266,66.48309326171875,255
Chirp_1_block02_test,0.0097754942253232,0.0007692482904531062,-23.22593879699707,96.78684997558594,61.12046813964844,255
Chirp_1_block03_test,0.019038908183574677,0.004324253182858229,-108.1462173461914,81.95442199707031,23.881816864013672,255
Chirp_2_block00_test,0.010607825592160225,0.0010904505616053939,93.06460571289062,89.31517791748047,93.04353332519531,255
Chirp_2_block01_test,0.010345750488340855,0.001429198426194489,58.99395751953125,85.77195739746094,61.540626525878906,255
